codigo_unico,snip,fecha_registro,nombre_inversion,estado,tipo_inversion,programa_pmi,ompi,uf,uei,situacion,decreto_emergencia,cadena_funcional,viabilidad_aprobacion,costo_aprobado,beneficiarios,expediente_tecnico,reg_seguimiento,inicio_ejecucion,fin_ejecucion,inversion_actualizado,sol_controversias,carta_fianza,inver_total,costo_inversion,devengado_acumulado,avance_financiero_acum,saldo,fecha_primerdevengado,fecha_ultimodevengado,seaceobra,seaceconsul,seacebien,seaceserv
2031598,33193,16/05/2006,MEJORAMIENTO DE LA INSTITUCION EDUCATIVA ESPECIAL Nº 1 STELLA MARIS DE PUERTO MALDONADO,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,AREA FUNCIONAL DE ESTUDIOS Y PROYECTOS - SEDE CENTRAL GOREMAD,,VIABLE,NO,EDUCACION Y CULTURA - EDUCACION ESPECIAL - EDUCACION COMPENSATORIA,18/07/2006,"392,729.00",95,NO,NO,,,"392,729.00",0.00,0.00,"392,729.00","392,729.00","392,591.32",100 %,137.67,ENE-2007,MAR-2019,,,,
2055492,60101,24/08/2007,MEJORAMIENTO DE LA  AV. TAMBOPATA - PUERTO MALDONADO - MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,AREA FUNCIONAL DE ESTUDIOS Y PROYECTOS - SEDE CENTRAL GOREMAD,UEI  GOBIERNO REGIONAL MADRE DE DIOS-SEDE CENTRAL,VIABLE,NO,TRANSPORTE - TRANSPORTE METROPOLITANO - VIAS URBANAS,05/10/2007,"5,903,598.00",931,NO,NO,,,"5,903,598.00",0.00,0.00,"5,903,598.00","5,903,598.00","5,437,085.55",92.1 %,"466,512.45",OCT-2007,AGO-2019,,,,
2056647,56315,20/07/2007,MEJORAMIENTO DEL TRAMO VIAL JR.VICTOR RAUL HAYA DE TORRE Y JR. CARLOS LECCA EN LA CIUDAD DE IÑAPARI,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,AREA FUNCIONAL DE ESTUDIOS Y PROYECTOS - SEDE CENTRAL GOREMAD,UEI  GOBIERNO REGIONAL MADRE DE DIOS-SEDE CENTRAL,VIABLE,NO,TRANSPORTE - TRANSPORTE METROPOLITANO - VIAS URBANAS,02/10/2007,"353,333.00",471,NO,NO,,,"353,333.00",0.00,0.00,"353,333.00","353,333.00","308,420.68",87.3 %,"44,912.32",DIC-2007,JUN-2019,,,,
2056919,62691,24/09/2007,CONSTRUCCION DEL COLISEO CERRADO DE LA CIUDAD DE IBERIA,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,AREA FUNCIONAL DE ESTUDIOS Y PROYECTOS - SEDE CENTRAL GOREMAD,UEI  GOBIERNO REGIONAL MADRE DE DIOS-SEDE CENTRAL,VIABLE,NO,EDUCACION Y CULTURA - EDUCACION FISICA Y DEPORTES - CENTROS DEPORTIVOS Y RECREATIVOS,04/12/2007,"1,303,341.00",861,NO,SI,,,"2,858,664.00","627,615.19",0.00,"3,486,279.19","3,486,279.19","3,357,331.28",96.3 %,"128,947.91",DIC-2007,MAR-2021,,,,
2062649,75522,05/02/2008,MEJORAMIENTO DE LA INFRAESTRUCTURA EN LA INSTITUCIÓN EDUCATIVA CARLOS FERMÍN FITZCARRALD,ACTIVO,PROYECTO DE INVERSION,NO,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,AREA FUNCIONAL DE ESTUDIOS Y PROYECTOS - SEDE CENTRAL GOREMAD,UEI  GOBIERNO REGIONAL MADRE DE DIOS-SEDE CENTRAL,VIABLE,NO,EDUCACION Y CULTURA - INFRAESTRUCTURA EDUCATIVA - EDIFICACIONES ESCOLARES,24/01/2012,"24,782,740.00","32,003",SI,SI,01/09/2008,30/03/2022,"27,764,347.14","341,899.31",0.00,"28,106,246.45","28,106,246.45","27,865,079.32",99.1 %,"241,167.12",SET-2008,SET-2019,,,"1ADQUISICION DE TALLER MECANICA DE PRODUCCION (MAQUINAS Y HERRAMIENTAS) OBRA MEJORAMIENTO DE LA INFRAESTRUCTURA EN LA INSTITUCION EDUCATIVA CARLOS FERMIN FITZCARRALDECO MAQUINARIAS E.I.R.L.38-2016-GOREMAD-GGR15/11/2016350,917.00291,750.002ADQUISICION DE TALLER MECANICA DE PRODUCCION (MAQUINAS DE SOLDAR ELECTRICA) OBRA MEJORAMIENTO DE LA INFRAESTRUCTURA EN LA INSTITUCION EDUCATIVA CARLOS FERMIN FITZCARRALDECO MAQUINARIAS E.I.R.L.38-2016-GOREMAD-GGR15/11/2016350,917.0059,167.001ADQUISICION DE TALLER HOSTELERIA Y TURISMO OBRA MEJORAMIENTO DE LA INFRAESTRUCTURA EN LA INSTITUCION EDUCATIVA CARLOS FERMIN FITZCARRALDNOVA-INDUSTRIAL TOOLS S.A.C.35-2016/GOREMAD/GGR10/10/2016105,000.00105,000.001ADQUISICION DE CARPETAS Y SILLAS OBRA MEJORAMIENTO DE LA INFRAESTRUCTURA EN LA INSTITUCION EDUCATIVA CARLOS FERMIN FITZCARRALDG Y G CONTRATISTAS SRL26-2016/GOREMAD/GGR11/08/2016435,645.00435,645.001servicio de suministro e instlacion de repracion y matenimiento de cielo raso de pvc en zonas de refaccionesDISMA SELVA S.R.L.141128/05/201527,699.0027,699.001ADQUISICION DE CEMENTO PARA LA OBRA MEJORAMIENTO DE LA INFRAESTRUCTURA EN LE I.E.CARLOS FERMIN FITZCARRALDZAMORA CORPORATION S.R.L.31608/04/201530,000.0030,000.002MESAS  DE LECTURAS Y ESCRITORIOS DE MADERA(MODULO DOCENTE) I.E. FITZCARRALDGONZALES PITA RONHER15631/12/2014261,453.0071,170.003ARMARIOS ,ESTANTES Y OTROS DE MADERA (IMPLEMENTACION DE AULAS)I.E.FITZCARRALDGONZALES PITA RONHER15631/12/2014261,453.00190,283.001ADQUISICION DE TABLEROS ELECTRICOS PARA LA OBRA MEJORAMIENTO DE LA INFRAESTRUCTURA EN LA INSTITUCION EDUCATIVA CARLOS FERMIN FITZCARRALDINVERSIONES GENERALES LA JOYA SOCIEDAD ANONIMA CERRADA12715/12/201483,361.0083,361.00","1CONTRATACIÓN DEL SERVICIO DE SUMINISTRO Y COLOCACIÓN DE CANALETASESTRUCTURAS METALICAS Y SERVICIOS GAVILAN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA -EMSGAVILAN121028/05/201515,323.0015,323.001SERVICIO DE REINSTALACION, COLOCACIÓN, ACABADO DE VENTANAS Y TAPASOLES DE ALUMINIOVIDRIOTEK MALDONADO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - VIDRIOTEK MALDONADO E.I.R.L.13019/12/2014130,613.00130,613.001SERVICIO DE PINTADO DE CERCO PERIMETRICO MEJ. INFRT. INST. CARLOS FERMIN FITZCARRALDCRUZ ZAVALETA VICTOR14329/12/201461,136.0061,136.001CONFECCION PUERTAS DE MADERA FITZCARRALDSUSANO CHIRRE FLORENTINO ALEXANDER14129/12/201477,900.0077,900.001Servicio de instalacion de ventanas de vidrio para la obra I.E. Carlos F. Fitzcarrald de Puerto MaldonadoTORRES ORCON DANIEL ALAN13924/12/2014103,000.00103,000.00"
2089541,91602,20/07/2008,MEJORAMIENTO EN  LA ARTICULACION VIAL DEL  AA.HH. BARRIO NUEVO CON LA CIUDAD DE PUERTO MALDONADO - REGION MADRE DE DIOS,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,AREA FUNCIONAL DE ESTUDIOS Y PROYECTOS - SEDE CENTRAL GOREMAD,UEI  GOBIERNO REGIONAL MADRE DE DIOS-SEDE CENTRAL,VIABLE,NO,TRANSPORTE - TRANSPORTE METROPOLITANO - VIAS URBANAS,22/12/2008,"4,406,003.00",901,SI,NO,,,"4,443,504.7","192,049.91",0.00,"4,635,554.61","4,635,554.61","4,443,147.94",95.8 %,"192,406.66",FEB-2010,MAY-2019,,,,
2091584,117835,07/05/2009,"CONSTRUCCION DEL CAMINO VECINAL UNION PROGRESO - RIO INAMBARI, DISTRITO INAMBARI- MADRE DE DIOS",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,DIRECCIÓN REGIONAL DE TRANSPORTES Y COMUNICACIONES,GOBIERNO REGIONAL MADRE DE DIOS,VIABLE,NO,TRANSPORTE - TRANSPORTE TERRESTRE - VÍAS VECINALES,05/06/2009,"4,939,381.00","1,188",SI,SI,,,"5,881,781.00",0.00,0.00,"5,881,781.00","5,881,781.00","5,870,102.14",99.8 %,"11,678.86",DIC-2009,DIC-2019,,,,
2094975,57638,01/08/2007,"REHABILITACIÓN Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS - TAMBOPATA - MADRE DE DIOS",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,UF PROYECTO ESPECIAL MADRE DE DIOS,proyecto especial madre de dios,VIABLE,NO,TRANSPORTE - TRANSPORTE TERRESTRE - CAMINOS RURALES,04/04/2013,"17,400,696.00","2,386",SI,SI,11/06/2012,21/09/2022,"29,544,111.01",0.00,0.00,"29,544,111.01","29,544,111.01","10,959,867.12",37.1 %,"18,584,243.89",JUN-2015,ENE-2022,,,"1ADQUISICION DE CEMENTO PORTLAND PUZOLANICO TIPO IP X 42.5 KG, PARA LA EJECUCION DE LA OBRA: ""MEJORAMIENTO DEL CAMINO VECINAL PUERTO PORTILLO - COMUNIDAD DE PORTILLO, DISTRITO DE IBERIA, TAHUAMANU,MADRE DE DIOS""GRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.015-2021-GOREMAD-PEMD-210005/08/2021122,256.00122,256.001ADQUISICION DE ALCANTARILLA TMC D=36"" - e=2.00 mm ALCANTARILLA TMC D=72"" - e=3.30 mm  ALCANTARILLA TMC D=48"" - e=2.50 mm INCLUYE PERNOS Y TUERCASCOMERCIAL CYJSA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADAORDEN DE COMPRA - GUIA DE INTERNAMIENTO Nª 000019024/06/202169,918.0069,918.001ADQUISICION DE VIVERES PARA PERSONAL OBRERO Y ADMINISTRATIVO DE LA OBRA ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS""MINIMARKET SAN JUAN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADAORDEN DE COMPRA - GUIA DE INTERNAMIENTO Nª 000019328/06/202139,210.0039,210.001ADQUISICION DE CEMENTO PORTLAND TIPO IP DE 42.5 KGGRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.ORDEN DE COMPRA - GUIA DE INTERNAMIENTO Nª000021015/07/202198,960.0098,960.001ADQUISICION DE VIVERES PARA PERSONAL OBRERO Y ADMINISTRATIVO DE LA OBRA ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS""ASLLA MAMANI SANDRAORDEN DE COMPRA - GUIA DE INTERNAMIENTO Nª 000018924/06/202180,254.0080,254.001ADQUISICIÓN DE COLMENA ESTÁNDAR CON PIQUERA, PARA EJECUCIÓN DEL PROYECTO: ""MEJORAMIENTO DE LA CAPACIDAD COMPETITIVA DE LOS APICULTORES A LA AGRICULTURA Y USO DE BOSQUES EN LA PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS"".ECOLSPERU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - ECOLSPERU E.I.R.LCONTRATO N°010-2020-GOREMAD-PEMD-210017/11/2020125,490.00125,490.001MATERIAL GRANULAR PARA AFIRMADO TIPO A-2COMERCIAL ARIANA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADACONTRATO N°009-2020-GOREMAD-PEMD-210012/11/2020129,000.00129,000.001ADQUISICION DE MATERIAL AGREGADO, PARA LA OBRA: ""MEJORAMIENTO DEL CAMINO VECINAL PONALILLO-ARROZAL-REPUBLICA, DISTRITO DE IBERIA - PROVINCIA TAHUAMANU - REGION MADRE DE DIOS""MULTISERVICIOS Y REPRESENTACIONES VERA  EMPRESA INDIVIDUAL DE REPONSABILIDAD LIMITADA000021413/10/202047,000.0047,000.001CEMENTO PORTLAND PUZOLANICO TIPO IP X 42.50 kgGRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.CONTRATO N°005-2020-GOREMAD-PEMD-210021/10/202096,900.0096,900.001REPUESTOS TRACTOR ORUGA PARA SUDADEROREPUESTOS SUDAMERICA SOCIEDAD ANONIMA CERRADACONTRATO N° 26-2019-GOREMAD-PEMD-210018/07/2019152,500.00152,500.001BARRAS DE ACEROCOMERCIAL ARIANA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA368-201904/07/201934,800.0034,800.001VIVERESMINIMARKET SAN JUAN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADACONTRATO N° 015-2019-GOREMAD-PEMD-210020/06/2019127,000.00127,000.001ALCANTARILLAS TMCEDUARDO RIOS Y ASOCIADOS S.A.CCONTRATO N° 13-2019-GOREMAD-PEMD-210006/06/2019199,981.00199,981.001ALCANTARILLAS ABOVEDADASEDUARDO RIOS Y ASOCIADOS S.A.CCONTRATO N° 11-2019-GOREMAD-PEMD-210004/06/2019313,345.00313,345.001ADQUISICION DE HORMIGON PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.TRANSPORTES KADRIK E.I.R.L.CONTRATO N° 008-2019-GOREMAD-PEMD-210005/06/201992,625.00185,250.001ADQUISICION DE DIESEL B5 S-50 PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.INVERSIONES CORPORATIVAS MELQUI S.A.C.CONTRATO N° 007-2019-GOREMAD-PEMD-210029/05/2019124,800.00124,800.001ADQUISICION DE CEMENTO PORTLAND TIPO IP PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.ZAMORA CORPORATION S.R.L.215-201928/05/201974,400.0074,400.00","1SERVICIO DE ALQUILER DE CAMION VOLQUETE 15 m3, PARA LA OBRA: ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGI¿N MADRE DE DIOS""INVER GOLD S.R.L.016-2021-GOREMAD-PEMD-210012/08/2021492,660.00492,660.001SERVICIO DE ALQUILER DE RODILLO LISO VIBRATORIO AUTOPROPULSADO, PARA LA OBRA ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS""AQUINO CUARESMA EDSONORDEN DE COMPRA - GUIA DE INTERNAMIENTOS Nª000037014/07/202152,664.0052,664.001CONTRATACION DE SERVICIO DE MOTONIVELADORA DE 140 HP PARA LA EJECUCION DE LA OBRA ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS""INVER GOLD S.R.L.013-2021-GOREMAD-PEMD-210009/07/2021217,664.00217,664.001SERVICIO DE ALQUILER DE EXCAVADORA SOBRE ORUGAS DE 200 A 250 HP, PARA LA OBRA ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS""POCOHUANCA CCAMA ROSA MARILUZ014-2021-GOREMAD-PEMD-210023/07/2021244,069.00244,069.001CONTRATACION DE SERVICIO DE RODILLO PATA CABRA VIBRATORIO AUTOPROPULSADO 84HP 8-10 ton PARA LA EJECUCION DE LA OBRA ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGIÓN MADINVER GOLD S.R.L.011-2021-GOREMAD-PEMD-210028/06/202184,564.0084,564.001SERVICIO DE ALQUILER TRACTOR ORUGA, PARA LA OBRA ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS""INVER GOLD S.R.L.010-2021-GOREMAD-PEMD-210022/06/2021151,935.00151,935.001SERVICIO DE ALQUILER DE CARGADOR FRONTAL, PARA LA OBRA ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO, LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGIÓN MADRE DE DIOS""POCOHUANCA CCAMA ROSA MARILUZORDEN DE SERVICIO Nª000031223/06/202174,530.0074,530.001SERVICIO DE ALQUILER DE MOTONIVELADORA  DE 145 - 180 HP, PARA LA OBRA: ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO - LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, TAMBOPATA, MADRE DE DIOS""INVER GOLD S.R.L.CONTRATO N°012-2020-GOREMAD-PEMD-210007/12/2020134,300.00134,300.001SERVICIO DE ALQUILER DE RODILLO LISO VIBRATORIO AUTOPROPULSADO DE 101-135 HP Y 10-12 TN, PARA LA OBRA: ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO - LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, TAMBOPATA, MADRE DE DIOS""MOSCOSO CASTRO JULIOORDEN DE SERVICIO N°754-202030/11/202040,950.0040,950.001SERVICIO DE ALQUILER DE CISTERNA DE 2000 A 2500 GLN DE CAPACIDAD, PARA LA OBRA: ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO - LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, TAMBOPATA, MADRE DE DIOS""KEOPS INGENIEROS S.R.L.CONTRATO N°007-2020-GOREMAD-PEMD-210005/11/202075,240.0075,240.001SERVICIO DE ALQUILER CAMION VOLQUETE DE 15.00 M3 DE 330 HP, PARA LA OBRA: ""REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO - LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, TAMBOPATA, MADRE DE DIOS""INVER GOLD S.R.L.CONTRATO N°008-2020-GOREMAD-PEMD-210010/11/2020333,688.00333,688.001SERVICIO DE ALQUILER DE RODILLOS LISOS, PATA DE CABRA Y MOTONIVELADORAS PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.MOSCOSO CASTRO JULIO450-201909/07/201993,555.0093,555.003SERVICIO DE ALQUILER DE RODILLOS LISOS, PATA DE CABRA Y MOTONIVELADORAS PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.CONSORCIO SHALOCONTRATO N° 20-2019-GOREMAD-PEMD-210008/07/2019195,900.00195,900.001SERVICIO DE ALQUILER DE CISTERNA Y TRACTOR SOBRE ORUGAS PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.MOLBEC E.I.R.L.CONTRATO N° 12-2019-GOREMAD-PEMD-210005/06/2019116,900.00116,900.001SERVICIO DE ALQUILER DE CAMIONES VOLQUETE PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.INVER GOLD S.R.L.CONTRATO N° 006-2019-GOREMAD-PEMD-210028/05/2019337,480.00337,480.001SERVICIO DE ALQUILER DE CARGADOR FRONTAL Y EXCAVADORA HIDRAULICA PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.AMAZONASCONTRATO N° 009-2019-GOREMAD-PEMD-210030/05/2019321,595.00194,350.002SERVICIO DE ALQUILER DE CISTERNA Y TRACTOR SOBRE ORUGAS PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.SHALOCONTRATO N° 10-2019-GOREMAD-PEMD-210030/05/2019244,800.00244,800.002SERVICIO DE ALQUILER DE CARGADOR FRONTAL Y EXCAVADORA HIDRAULICA PARA EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL SUDADERO-LAGO VALENCIA, DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS.AMAZONASCONTRATO N° 009-2019-GOREMAD-PEMD-210030/05/2019321,595.00127,245.001SERVICIO DE INTERNET PARA LA SEDE CENTRALNETWORKING SAT E.I.R.L004-2016-GOREMAD-PEMD-210008/06/201637,613.0037,613.00"
2106926,28824,20/01/2006,"MEJORAMIENTO VIAL DE LAS AVENIDAS MADRE DE DIOS, LA JOYA Y AEROPUERTO - PUERTO MALDONADO - MADRE DE DIOS",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,AREA FUNCIONAL DE ESTUDIOS Y PROYECTOS - SEDE CENTRAL GOREMAD,UEI  GOBIERNO REGIONAL MADRE DE DIOS-SEDE CENTRAL,VIABLE,NO,TRANSPORTE - TRANSPORTE METROPOLITANO - VIAS URBANAS,19/10/2009,"24,160,006.00","11,007",SI,NO,,,"24,160,006.00",0.00,0.00,"24,160,006.00","24,160,006.00","24,159,811.64",100 %,194.35,DIC-2009,MAY-2019,,,,
2107316,126545,11/08/2009,"CONSTRUCCION DEL PUESTO DE SALUD DE LA COMUNIDAD DE SHIPITIARI DEL DISTRITO DE SALVACION, PROVINCIA DE MANU - MADRE DE DIOS",CERRADO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE MANU,UF DE LA MUNICIPALIDAD PROVINCIAL DE MANU,FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL - FONCODES,VIABLE,NO,SALUD - SALUD INDIVIDUAL - ATENCIÓN MÉDICA BÁSICA,02/10/2009,"417,770.00",241,SI,NO,,,"355,426.75",0.00,0.00,"355,426.75","355,426.75","10,900.00",3.1 %,"344,526.75",DIC-2009,DIC-2009,,,,
2107781,56537,23/07/2007,ELECTRIFICACION RURAL     BASE DE ENERGIA FOTOVOLTAICA COMUNIDADES DISTRITOS MANU-FITZCARRALD,ACTIVO,PROYECTO DE INVERSION,NO,OPMI DEL GOBIERNO REGIONAL MADRE DE DIOS,SUB-REGION MANU,UEI 1392 SUB REGION MANU,VIABLE,NO,ENERGIA Y RECURSOS MINERALES - ENERGIA - GENERACION DE ENERGIA NO CONVENCIONAL,17/08/2009,"1,354,454.00","1,640",SI,SI,26/06/2013,31/12/2021,"1,990,835.06",0.00,0.00,"1,990,835.06","1,990,835.06","1,879,218.42",94.4 %,"111,616.64",NOV-2012,JUN-2019,,,,
