region,cui,nombre_pip,funcion,division_funcional,grupo_funcional,sector_responsable,brechas,opmi,uf,uei,uep,gps,departamento,provincia,distrito,centro_poblado,region.1
cusco,2437977,"ADQUISICIÓN DE CUNA DE CALOR RADIANTE; EN EL(LA) EESS MARANGANI - MARANGANI EN LA LOCALIDAD MARANGANI, DISTRITO DE MARANGANI, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR
                    
                    
                            1129 - REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,CUNA DE CALOR RADIANTE,"32,000.00",
cusco,2437982,"ADQUISICIÓN DE ANALIZADOR BIOQUÍMICO; EN EL(LA) EESS PALLPATA - PALLPATA  DISTRITO DE PALLPATA, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR
                    
                    
                            1129 - REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,ANALIZADOR BIOQUIMICO,"24,000.00",
cusco,2437985,"ADQUISICION DE REFRIGERADORA CONSERVADORA DE MEDICAMENTOS; EN EL(LA) EESS PONGOÑA - YANAOCA EN LA LOCALIDAD PONGOÑA, DISTRITO DE YANAOCA, PROVINCIA CANAS, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR
                    
                    
                            1129 - REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,REFRIGERADORA CONSERVADORA DE MEDICAMENTOS,"22,000.00",
cusco,2437990,"ADQUISICIÓN DE REFRIGERADORA CONSERVADORA DE MEDICAMENTOS; EN EL(LA) EESS SANTA BARBARA - SAN PABLO EN LA LOCALIDAD SANTA BARBARA, DISTRITO DE SAN PABLO, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR
                    
                    
                            1129 - REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,REFRIGERADORA CONSERVADORA DE MEDICAMENTOS,"22,000.00",
cusco,2437994,"ADQUISICIÓN DE REFRIGERADORA CONSERVADORA DE MEDICAMENTOS; EN EL(LA) EESS SURIMANA - TUPAC AMARU EN LA LOCALIDAD SURIMANA, DISTRITO DE TUPAC AMARU, PROVINCIA CANAS, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR
                    
                    
                            1129 - REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,REFRIGERADORA CONSERVADORA DE MEDICAMENTOS,"22,000.00",
cusco,2437999,"ADQUISICIÓN DE CUNA DE CALOR RADIANTE; EN EL(LA) EESS TINTA - TINTA EN LA LOCALIDAD TINTA, DISTRITO DE TINTA, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR
                    
                    
                            1129 - REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR",EQUIPAMIENTO,,,,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,CUNA DE CALOR RADIANTE,"32,000.00",
cusco,2438015,"ADQUISICIÓN DE ESPECTROFOTÓMETRO; EN EL(LA) EESS HOSPITAL II TUPAC AMARU - SAN SEBASTIAN EN LA LOCALIDAD SAN SEBASTIAN, DISTRITO DE SAN SEBASTIAN, PROVINCIA CUSCO, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO
                    
                    
                        OPMI DEL GOBIERNO REGIONAL CUSCO - (OPMIGRCUS - LUZ MARINA BOZA FERRANDEZ)
                    
                
                
                    
                        UF
                    
                    
                        DIRECCION REGIONAL DE SALUD
                    
                    
                            UF GERENCIA REGIONAL DE SALUD (UFGRGRCUS012 - MIRTHA LIZ QUISPE YAÑEZ)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA DIRECCION REGIONAL DE SALUD CUSCO
                    
                    
                            UEI GERENCIA REGIONAL DE SALUD - (UEIGRGRCU031 - JUAN ALBERTO MIGUEL SPELUCIN RUNCIMAN)
                    
                
                
                    
                        UEP
                    
                    
                            REG. CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR
                    
                    
                            1322 - REG. CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR",EQUIPAMIENTO,,,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,ESPECTROFOTOMETRO,"18,100.00",
cusco,2438338,"REPARACIÓN DE ACCESO VIAL; EN EL(LA) VIA VECINAL PUENTE CHIRUMPIARI A MASERINE Y ACCESO PALMA DE ORO, CENTRO POBLADO DE LOBO TAHUANTINSUYO DISTRITO DE KIMBIRI, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI - (OPMIMDKBI - HUGO VALLADOLID GONZALES)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI (UFMDKBI19 - PERCY SULCA CARRASCO)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI - (UEIMDKGI - ANTONIO LADISLAO PINEDO ORTIZ)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE QUIMBIRI
                    
                    
                            300754 - MUNICIPALIDAD DISTRITAL DE QUIMBIRI",INFRAESTRUCTURA,,,,REHABILITACIÓN,REPARACION,INFRAESTRUCTURA,VIAS DE ACCESO,"350,484.86",
cusco,2438751,"REMODELACIÓN DE ORNAMENTOS O DECORACIONES; EN EL(LA) PLAZA DEL  DISTRITO DE QUIÑOTA, PROVINCIA CHUMBIVILCAS, DEPARTAMENTO CUSCO",VIVIENDA Y DESARROLLO URBANO,DESARROLLO URBANO Y RURAL,PLANEAMIENTO Y DESARROLLO URBANO Y RURAL,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA - (OPMIMDQOT - JONAN COAQUIRA CALLI)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA (UFMDQOT - EDGAR ROQUE SUCASACA)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE QUIÑOTA - (UEIMDQTGIDU - FERNANDO PAUCARMAITA SAIRE)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE QUIÑOTA
                    
                    
                             -",INFRAESTRUCTURA,,,,AMPLIACIÓN MARGINAL DE LA EDIFICACIÓN U OBRA CIVIL,REMODELACION,INFRAESTRUCTURA,ORNAMENTOS O DECORACIONES,"214,851.38",
cusco,2438957,"ADQUISICIÓN DE COMPUTADORES NOTEBOOK, PROYECTORES MULTIMEDIA, PROYECTORES MULTIMEDIA, PANTALLAS, PANTALLAS, HARDWARE GENERAL, CÁMARAS DIGITALES, BATERÍAS RECARGABLES, BATERÍAS RECARGABLES, TARJETAS DE MÓDEM, TARJETAS DE MÓDEM, LENTES, LENTES, LENTES, LENTES, COBERTORES, TRÍPODES PARA CÁMARAS, SOPORTES FIRMES, FLASHES O ILUMINACIÓN PARA CÁMARAS, FLASHES O ILUMINACIÓN PARA CÁMARAS, TRANSMISORES O RECEPTORES DE RADIO FRECUENCIA, COLUMPIOS O REBOTADORES O ACCESORIOS, KITS O ACCESORIOS PARA LIMPIEZA",CULTURA Y DEPORTE,CULTURA,PROMOCIÓN Y DESARROLLO CULTURAL,--,"OPMI
                    
                    
                        OPMI DEL MINISTERIO DE CULTURA
                    
                    
                        OPMI DEL MINISTERIO DE CULTURA - (OPMICULTURA - MARY YSABEL TAM MALDONADO)
                    
                
                
                    
                        UF
                    
                    
                        SUB DIRECCIÓN DESCONCENTRADA DE PATRIMONIO CULTURAL Y DEFENSA DEL PATRIMONIO CULTURAL-DDC CUSCO
                    
                    
                            SUB DIRECCIÓN DESCONCENTRADA DE PATRIMONIO CULTURAL Y DEFENSA DEL PATRIMONIO CULTURAL-DDC CUSCO (CULT002 - NATHALY LAZO VERA)
                    
                
                
                    
                        UEI
                    
                    
                        SUB DIRECCIÓN DESCONCENTRADA DE PATRIMONIO CULTURAL Y DEFENSA DEL PATRIMONIO CULTURAL
                    
                    
                            SUB DIRECCIÓN DESCONCENTRADA DE PATRIMONIO CULTURAL Y DEFENSA DEL PATRIMONIO CULTURAL - (CULTUEI0002 - FREDY DOMINGO ESCOBAR ZAMALLOA)
                    
                
                
                    
                        UEP
                    
                    
                            MC - CUSCO
                    
                    
                             -",EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,EQUIPAMIENTO,OPTIMIZACIÓN,ADQUISICION,EQUIPAMIENTO,COMPUTADORES NOTEBOOK,"26,000.00",
cusco,2439088,"CONSTRUCCIÓN DE CERCO PERIMÉTRICO Y CONTROL DE ACCESO; EN EL(LA) IE 501453 EN LA LOCALIDAD TAHUAPALCCA, DISTRITO DE COPORAQUE, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN PRIMARIA,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE COPORAQUE
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE COPORAQUE - (OPMIMDCPQ - JESUS RODRIGUEZ HUILLCA)
                    
                
                
                    
                        UF
                    
                    
                        OFICINA DE UNIDAD FORMULADORA DE PROYECTOS
                    
                    
                            OFICINA DE UNIDAD FORMULADORA DE PROYECTOS (UFMDC2019 - SANDRO CUYO CCOLQUE)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE COPORAQUE
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE COPORAQUE - (MDCSGDUR2019 - OVIDIO SENCIA CHOQUENAIRA)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE COPORAQUE
                    
                    
                            300742 - MUNICIPALIDAD DISTRITAL DE COPORAQUE",INFRAESTRUCTURA,,,,AMPLIACION MARGINAL DE SERVICIOS,CONSTRUCCION,INFRAESTRUCTURA,CERCO PERIMETRICO,"386,147.69",
cusco,2439208,MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA DE LA I.E. N° 56019 - LARI PUCHURI DEL  DISTRITO DE SICUANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN PRIMARIA,EDUCACION,"SERVICIO DE EDUCACION PRIMARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACIÓN PRIMARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    ALUMNO/AÑO
                                
                                
                                    DISTRITAL
                                
                                
                                    10",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CANCHIS,UF DE LA MUNICIPALIDAD PROVINCIAL DE CANCHIS (UFMPCHI002 - LIZ JENNIFER APARICIO QUISPE),UEI DE LA MUNICIPALIDAD PROVINCIAL DE CANCHIS - (UEIMPCHI006 - IVAN OSORIO PAIVA),300724 - MUNICIPALIDAD PROVINCIAL DE CANCHIS - SICUANI,-14.27030684999994 / -71.22558887999998,CUSCO,CANCHIS,SICUANI,,
cusco,2439468,"ADQUISICIÓN DE BOTE DE REMOS Y CABAÑA; EN EL(LA) MUNICIPALIDAD DISTRITAL DE POMACANCHI  DISTRITO DE POMACANCHI, PROVINCIA ACOMAYO, DEPARTAMENTO CUSCO",TURISMO,TURISMO,PROMOCIÓN DEL TURISMO,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI - (OPMIMDPMC - EMERSON VILLAFUERTE FARFAN)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI (UFMDPMC19 - JIMMY MENDOZA ÑAUPA)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI - (UEIMDPMCGDS5 - ALVARO CALDERON MENDOZA)
                                    - UEI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI (UEIMDPMC005 - RODOLFO HUAMAN HUARCAYA)
                                    - UEI DE LA MUNICIPALIDAD DISTRITAL DE POMACANCHI (UEIMDPMCSGDS - WILLINTON WAYNERR MOLERO MADUEÑO)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE POMACANCHI
                    
                    
                            300696 - MUNICIPALIDAD DISTRITAL DE POMACANCHI",EQUIPAMIENTO,EQUIPAMIENTO,,,REPOSICIÓN,ADQUISICION,EQUIPAMIENTO,BOTE DE REMOS,"20,884.92",
cusco,2439493,"CONSTRUCCION DE PROTECCIONES EXTERNAS; EN EL(LA) IE ALMIRANTE MIGUEL GRAU EN LA LOCALIDAD CHECACUPE, DISTRITO DE CHECACUPE, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN SECUNDARIA,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE - (OPMIMDCHE - EBERT QUISPE MORRIEL)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE (MDCHEUF - ALEX YAURI AGUILAR)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE - (UEIGIMDCH - MANGLIO JAVIER CARRASCO DIAZ)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                             -",INFRAESTRUCTURA,,,,AMPLIACIÓN MARGINAL DE LA EDIFICACIÓN U OBRA CIVIL,CONSTRUCCION,INFRAESTRUCTURA,PROTECCIONES EXTERNAS,"75,149.42",
cusco,2439976,"ADQUISICIÓN DE VEHÍCULOS DE SERVICIOS DE TRANSPORTE Y MINICARGADOR; EN EL(LA) ÁREA TÉCNICA MUNICIPAL DEL  DISTRITO DE SAN SALVADOR, PROVINCIA CALCA, DEPARTAMENTO CUSCO",AMBIENTE,GESTIÓN INTEGRAL DE LA CALIDAD AMBIENTAL,GESTIÓN DE LOS RESIDUOS SÓLIDOS,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN SALVADOR
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN SALVADOR - (OPMIMDSSLV - MARLENY POZO SARMIENTO VDA DE CHILE)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE SAN SALVADOR
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE SAN SALVADOR (UFMDSSP - PAOLA MILAGROS MUJICA SUEROS)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN SALVADOR
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN SALVADOR - (UEIMDSSA - AMERICO RAFAEL ROMERO RODRIGUEZ)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE SAN SALVADOR
                    
                    
                            300713 - MUNICIPALIDAD DISTRITAL DE SAN SALVADOR",VEHICULOS,VEHICULOS,,,AMPLIACION MARGINAL DE SERVICIOS,ADQUISICION,VEHICULOS,VEHÍCULOS DE SERVICIOS DE TRANSPORTE,"240,000.00",
cusco,2440070,"RENOVACIÓN DE CAPTACIÓN SUPERFICIAL DE AGUA, CRUCES DE TUBOS DE PLÁSTICO HDPE Y TUBERÍA DE PLÁSTICO PVC; REPARACIÓN DE RESERVORIO; EN EL(LA) SERVICIO DE AGUA POTABLE EN LA LOCALIDAD LOBO TAHUANTINSUYO, DISTRITO DE KIMBIRI, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO",,,,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI - (OPMIMDKBI - HUGO VALLADOLID GONZALES)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI (UFMDKBI19 - PERCY SULCA CARRASCO)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE KIMBIRI - (UEIMDKGI - ANTONIO LADISLAO PINEDO ORTIZ)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE QUIMBIRI
                    
                    
                            300754 - MUNICIPALIDAD DISTRITAL DE QUIMBIRI",INFRAESTRUCTURA,INFRAESTRUCTURA,EQUIPAMIENTO,INFRAESTRUCTURA,REHABILITACIÓN,RENOVACION,INFRAESTRUCTURA,CAPTACIÓN SUPERFICIAL DE AGUA,"18,624.18",
cusco,2440539,"CONSTRUCCIÓN DE PROTECCIONES EXTERNAS; EN EL(LA) IE 56049 - CHECACUPE EN LA LOCALIDAD CANGALLI, DISTRITO DE CHECACUPE, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN PRIMARIA,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE - (OPMIMDCHE - EBERT QUISPE MORRIEL)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE (MDCHEUF - ALEX YAURI AGUILAR)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE - (UEIGIMDCH - MANGLIO JAVIER CARRASCO DIAZ)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                             -",INFRAESTRUCTURA,,,,AMPLIACIÓN MARGINAL DE LA EDIFICACIÓN U OBRA CIVIL,CONSTRUCCION,INFRAESTRUCTURA,PROTECCIONES EXTERNAS,"49,054.40",
cusco,2440554,"CONSTRUCCIÓN DE PROTECCIONES EXTERNAS; EN EL(LA) IE 56050 - CHECACUPE EN LA LOCALIDAD CHARI, DISTRITO DE CHECACUPE, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN PRIMARIA,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE - (OPMIMDCHE - EBERT QUISPE MORRIEL)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE (MDCHEUF - ALEX YAURI AGUILAR)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE - (UEIGIMDCH - MANGLIO JAVIER CARRASCO DIAZ)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                             -",INFRAESTRUCTURA,,,,AMPLIACIÓN MARGINAL DE LA EDIFICACIÓN U OBRA CIVIL,CONSTRUCCION,INFRAESTRUCTURA,PROTECCIONES EXTERNAS,"63,684.42",
cusco,2440592,"CONSTRUCCIÓN DE PROTECCIONES EXTERNAS; EN EL(LA) IE 56048 - CHECACUPE EN LA LOCALIDAD CHECACUPE, DISTRITO DE CHECACUPE, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN PRIMARIA,--,"OPMI
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                        OPMI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE - (OPMIMDCHE - EBERT QUISPE MORRIEL)
                    
                
                
                    
                        UF
                    
                    
                        UF DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                            UF DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE (MDCHEUF - ALEX YAURI AGUILAR)
                    
                
                
                    
                        UEI
                    
                    
                        UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                            UEI DE LA MUNICIPALIDAD DISTRITAL DE CHECACUPE - (UEIGIMDCH - MANGLIO JAVIER CARRASCO DIAZ)
                    
                
                
                    
                        UEP
                    
                    
                            MUNICIPALIDAD DISTRITAL DE CHECACUPE
                    
                    
                             -",INFRAESTRUCTURA,,,,AMPLIACIÓN MARGINAL DE LA EDIFICACIÓN U OBRA CIVIL,CONSTRUCCION,INFRAESTRUCTURA,PROTECCIONES EXTERNAS,"76,603.72",
