region,cui,nombre_pip,monto_inversion,monto_actualizado,fecha_ultimamodificacion
cusco,2240039,"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA E INSTALACIÓN DE LETRINAS EN EL SECTOR DE CORRALPATA BAJA, DISTRITO DE SANTA TERESA - LA CONVENCION - CUSCO","S/. 918,951.00","S/. 984,703.58",28/03/2018 02:42:25 p.m.
cusco,2240094,"MEJORAMIENTO DEL SERVICIO DE DEFENSORIA MUNICIPAL DEL NIÑO Y ADOLESCENTE EN EL, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 658,827.15","S/. 844,730.20",
cusco,2240112,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACIÓN DE PROPIETARIOS SAN ANTONIO ABAD DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 167,700.47","S/. 234,210.19",
cusco,2240271,"MEJORAMIENTO E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LAS C.C DE IÑAPATA, VISTA ALEGRE SANTIAGO, PARCO VALLECITO, ANCHAYAQUE, QUILLCATA, ANTUYO, CONGUYA SANTA BARBARA DEL CENTRO POBLADO DE PULPERA CONDES DISTRITO SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 21,494,729.00","S/. 20,642,064.37",
cusco,2240330,"INSTALACION DE SERVICIO DE AGUA POTABLE Y EVACUACION DE EXCRETAS EN LA COMUNIDAD CAMPESINA DE PUNACANCHA, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 1,327,745.00","S/. 2,165,127.21",17/09/2020 10:26:41 a.m.
cusco,2240338,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA ASOCIACION DE LOTIZANTES BARRIO MANUEL PRADO II ETAPA DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 1,580,873.00","S/. 1,724,038.09",
cusco,2240381,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION PRIMARIA Y SECUNDARIA EN LA I.E.JULIO ALBERTO PONCE ANTUNEZ DE MAYOLO - JAPAM DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 4,450,641.00","S/. 12,476,185.79",08/07/2019 04:52:24 p.m.
cusco,2240439,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCION EDUCATIVA N 38896 DE LA LOCALIDAD DE MANITEA ALTA DEL CENTRO POBLADO DE TAHUANTINSUYO LOBO, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 6,125,840.00","S/. 6,244,851.90",08/02/2022 01:39:39 p.m.
cusco,2240550,"MEJORAMIENTO Y REHABILITACIÓN DEL CAMINO VECINAL (CU 797) ENTRE LAS COMUNIDADES DE JILAYHUA - JILANACA , DEL DISTRITO DE YANAOCA, PROVINCIA DE CANAS - CUSCO","S/. 2,556,643.00","S/. 3,552,489.01",
cusco,2240658,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA ASOCIACION PRO VIVIENDA MATIAS VELARDE CANALES, DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 863,546.20","S/. 1,275,807.03",29/12/2021 08:50:43 a.m.
cusco,2240805,"CREACION DEL CAMINO VECINAL EN EL SECTOR DE KAMONASHIARI - ALTO KAMONASHIARI MARGEN DERECHA - ZONAL KITENI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,456,155.00","S/. 1,883,026.52",30/09/2021 04:38:53 p.m.
cusco,2240885,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION PRIMARIA DE LA I.E. 50007 CCORCA, DISTRITO DE CCORCA - CUSCO - CUSCO","S/. 3,303,706.00","S/. 3,303,706.12",14/02/2022 12:46:58 p.m.
cusco,2240886,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DE EDUCACION SECUNDARIA DE LA I.E. 50007 CCORCA, DISTRITO DE CCORCA-CUSCO-CUSCO","S/. 5,687,661.00","S/. 11,780,176.98",15/04/2021 09:17:14 p.m.
cusco,2240891,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y MODULOS DE LETRINAS EN EL SECTOR DE CHAULLAY MEDIO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 1,771,709.00","S/. 1,882,164.03",27/09/2021 12:09:41 p.m.
cusco,2240985,"REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL (CU 795) DE LA COMUNIDAD DE CHUCCHUCALLA, DEL DISTRITO DE YANAOCA, PROVINCIA DE CANAS - CUSCO","S/. 2,804,678.00","S/. 3,851,047.02",
cusco,2241002,"INSTALACION E IMPLEMENTACION DEL SERVICIO EDUCATIVO EN LA INSTITUCION EDUCATIVA INICIAL N 692 SANTA TERESA, DISTRITO DE SANTA TERESA - LA CONVENCION - CUSCO","S/. 1,712,146.00","S/. 1,712,146.00",01/10/2021 04:14:59 p.m.
cusco,2241068,"CREACION DE LA CARRETERA DE LA COMUNIDAD CAMPESINA DE HUAYNA AUSANGATE DESDE EL SECTOR DE HUAYNA AUSANGATE A LA LAGUNA DE PUCACCOCHA, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 2,983,095.47",S/. 0.00,
cusco,2241088,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN LA I.E. N 64518 SEGAKIATO CC.NN. SEGAKIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 15,402,743.00","S/. 16,784,160.72",26/10/2021 09:25:23 a.m.
cusco,2241198,"MEJORAMIENTO DE LA PRODUCCION DE HORTALIZAS EN EL SECTOR DE HUAYLLAYOC, PACCHAC CHICO, PACCHAC GRANDE, SAN JACINTO Y LA VICTORIA, DEL DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 1,471,285.00","S/. 1,556,072.27",29/09/2021 03:53:15 p.m.
cusco,2241308,"INSTALACION DE MEDIDAS DE MITIGACION DE RIESGOS HIDROLOGICOS EN LA MICROCUENCA HUANACAURE EN LOS TRAMOS  QUE COMPRENDEN LAS APVS INTICANCHA Y VILLA RINCONADA   4TA ETAPA, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 3,582,013.00","S/. 7,306,889.97",10/06/2019 04:59:32 p.m.
cusco,2241331,"REHABILITACION DEL CAMINO VECINAL DE ACCESO A LA COMUNIDAD DE KASKANI, DISTRITO DE YANAOCA, PROVINCIA DE CANAS - CUSCO","S/. 1,629,411.00","S/. 2,248,587.18",
cusco,2241487,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN EL SECTOR DE SOL DE ORO, CUENCA DE SAN MIGUEL, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO","S/. 1,543,208.00","S/. 1,173,189.77",26/10/2016 09:38:35 a.m.
cusco,2241660,"MEJORAMIENTO DEL SERVICIO DE IRRIGACION EN LOS SECTORES DE MISKIUNO Y CAYARANI DE LA COMUNIDAD DE SILLI DEL, DISTRITO DE MARANGANI - CANCHIS - CUSCO","S/. 796,927.35","S/. 1,113,775.16",24/09/2021 11:06:10 a.m.
cusco,2241903,"CONSTRUCCION DE PISTAS Y VEREDAS DE LA AV. LA CONVENCIÓN EN KIMBIRI CAPITAL, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 5,821,343.00","S/. 5,026,940.33",27/09/2021 01:01:10 p.m.
cusco,2242059,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS EDUCATIVOS EN OCHO INSTITUCIONES EDUCATIVAS DEL NIVEL INICIAL EN EL    AMBITO DEL, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 13,273,777.00","S/. 16,583,694.42",01/12/2017 06:09:02 p.m.
cusco,2242063,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA AV. MÉXICO DE LA ASOCIACIÓN DE VIVIENDA VILLA GUADALUPE, DISTRITO DE SANTIAGO - CUSCO - CUSCO","S/. 2,489,025.00","S/. 3,407,537.95",24/11/2021 01:49:20 p.m.
cusco,2242064,"CONSTRUCCION DE LA TROCHA CARROZABLE  RODEANA - HUAYNA AUSANGATE BAJO, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 1,975,820.00",S/. 0.00,
cusco,2242128,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DESAGUE EN LA ASOCIACION PRO VIVIENDA MIRAFLORES DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 2,691,666.00","S/. 2,545,205.78",15/05/2019 09:24:54 p.m.
cusco,2242130,"CONSTRUCCION DE  TROCHA CARROZABLE  EN LA COMUNIDAD DE TUNTUMA ENTRE LOS SECTORES OQUECHA - JAPURAY - CCOCHAURO, DISTRITO DE VELILLE - CHUMBIVILCAS - CUSCO","S/. 2,146,809.00","S/. 2,921,226.96",29/09/2021 10:51:59 a.m.
cusco,2242343,"INSTALACION DEL SERVICIO DE PROTECCION CONTRA EL DESBORDE DE LAS QUEBRADAS SANKIROSHI EN LA PARTE SUR BAJA DE LA COMUNIDAD NATIVA SANKIROSHI, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 504,142.24","S/. 438,948.66",24/07/2019 03:47:08 p.m.
cusco,2242350,"MEJORAMIENTO DE LAS CAPACIDADES PARA LA INCLUSION SOCIAL DE LAS PERSONAS CON DISCAPACIDAD DEL DISTRITO DE QUELLOUNO, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO","S/. 2,515,504.00","S/. 2,761,116.12",04/02/2022 11:01:30 a.m.
cusco,2242495,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE PROTECCION CONTRA INUNDACIONES EN EL CENTRO POBLADO ACOMAYO BARRIO QUISPILLACTA - AUTOCHACA MARGEN IZQUIERDA Y DERECHA DEL RIO CACHIMAYO, PROGRESIVA KM 0+000 - 1+260, DISTRITO DE ACOMAYO, PROVINCIA DE ACOMAYO - CUSCO","S/. 8,213,621.00","S/. 11,412,011.67",16/02/2022 10:03:30 p.m.
cusco,2242748,"INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN EL SECTOR DE PUYCABAMBA ALTO EN LA COMUNIDAD CAMPESINA DE PUYCABAMBA, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 487,767.28",S/. 0.00,
cusco,2242824,"MEJORAMIENTO Y AMPLIACION DE LA INSTITUCION EDUCATIVA PRIMARIA N 50369 COMUNIDAD DE HUILLQUE, DISTRITO DE OMACHA - PARURO - CUSCO","S/. 1,079,859.77","S/. 1,613,573.79",28/12/2021 08:50:02 p.m.
cusco,2242901,"MEJORAMIENTO DE LAS CAPACIDADES DE PRODUCCION APICOLA, EN LOS AA.RR DE SARINGABENI, KITAPARAY, TUPAC AMARU Y KUWAIT, MEDIANTE LA IMPLEMENTACION DE TECNOLOGIAS DE PROCESO PRODUCTIVO - ZONAL BAJO URUBAMBA SUR, DISTRITO DE ECHARATE - LA CONVENCION - CUS","S/. 1,273,294.00","S/. 3,188,707.96",20/05/2020 03:00:54 p.m.
cusco,2242906,"MEJORAMIENTO DE LAS CAPACIDADES DE PRODUCCION APICOLA, MEDIANTE EL USO DE TECNOLOGIAS APROPIADAS A LOS PROCESOS PRODUCTIVOS, EN LOS SECTORES DE AA.RR. VISTA ALEGRE DE MISHAHUA Y SHINTORINI - ZONAL BAJO URUBAMBA NORTE ECHARATE, DISTRITO DE ECHARATE -","S/. 1,220,502.00","S/. 2,594,326.47",09/08/2019 01:13:49 p.m.
cusco,2243084,MEJORAMIENTO DEL NIVEL DE CONOCIMIENTOS COMPETITIVOS EN LA PRODUCCIÓN DE PIÑA A TRAVÉS DE LA INNOVACION TECNOLÓGICA EN 17 SECTORES DE LA ZONAL PALMA REAL DEL DISTRITO DE ECHARATE - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,"S/. 1,659,764.44","S/. 4,071,097.02",16/02/2022 04:51:35 p.m.
cusco,2243123,"MEJORAMIENTO Y AMPLIACION  DEL SERVICIO DE EDUCACIÓN PRIMARIA N56317 DE IÑAPATA, C.C. IÑAPATA, DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 1,221,872.00","S/. 2,433,668.01",16/07/2021 11:09:59 a.m.
cusco,2243331,"MEJORAMIENTO DEL SERVICIO DE EDUCACION SECUNDARIA EN LA I.E LIBERTADORES DE AMERICA  EN EL DISTRITO DE PITUMARCA, PROVINCIA DE CANCHIS - CUSCO","S/. 6,717,390.00","S/. 8,357,533.54",29/10/2019 12:52:04 p.m.
cusco,2243371,CREACION DEL CAMINO VECINAL ENTRE LOS SECTORES DE PALMA DE ORO - INTIHUATANA - CATARATA LA QUINA DEL CENTRO POBLADO DE TAHUANTINSUYO LOBO DEL DISTRITO DE KIMBIRI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,"S/. 3,772,552.72","S/. 3,520,875.98",27/12/2021 09:34:13 a.m.
cusco,2243452,"INSTALACION AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD CAMPESINA DE CAJAPUCARA, DISTRITO DE CCAPI - PARURO - CUSCO","S/. 3,160,402.00","S/. 4,538,904.00",03/07/2018 10:35:36 a.m.
cusco,2243538,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA CALLE SIN NOMBRE Y CALLE SOL DE ORO,DE LA APV SOL DE ORO, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 918,719.99","S/. 807,481.20",29/09/2021 08:53:52 p.m.
cusco,2243634,"MEJORAMIENTO DE LAS CAPACIDADES MUNICIPALES PARA LA GESTION DEL DEPORTE Y LA CULTURA EN EL DISTRITO DE URUBAMBA, PROVINCIA DE URUBAMBA - CUSCO","S/. 330,285.70","S/. 448,068.35",22/05/2018 04:00:27 p.m.
cusco,2243648,"REHABILITACION DEL SISTEMA DE CAPTACIÓN Y CONDUCCIÓN DEL SERVICIO DE ABASTECIMIENTO DE AGUA POTABLE EN EL TRAMO I  DEL SECTOR DE POROMATE - POTRERO Y DEL TRAMO II EN EL SECTOR DE POROMATE - QUEBRADA QUINIENTOS  EN EL DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 2,219,679.00","S/. 2,015,313.54",15/08/2018 03:28:48 p.m.
cusco,2244111,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E. N 38894 DE NIVEL INICIAL Y PRIMARIO  DE LA COMUNIDAD DE PALESTINA BAJA DEL CENTRO POBLADO DE CHIRUMPIARI, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 3,597,483.00","S/. 4,715,395.85",22/09/2021 04:51:13 p.m.
cusco,2244169,"CREACION DE LA INFRAESTRUCTURA PORTUARIA DEL EMBARCADERO DE LA COMUNIDAD NATIVA DE SEGAKIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,790,471.00","S/. 2,809,344.23",30/09/2021 09:16:16 p.m.
cusco,2244209,"INSTALACION DEL SISTEMA DE RIEGO TECNIFICADO EN LA COMUNIDAD DE HUMANA, EN EL DISTRITO DE PAUCARTAMBO, PROVINCIA DE PAUCARTAMBO - CUSCO","S/. 2,752,027.00","S/. 2,880,960.63",07/10/2020 09:58:45 a.m.
cusco,2244311,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN EL SECTOR DE RAMOSPATA, MICROCUENCA DE APUTINYA, ZONAL ECHARATI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 1,721,537.00","S/. 1,979,912.70",30/09/2021 04:08:06 p.m.
cusco,2244354,"CONSTRUCCION DEL PUENTE CARROZABLE PARIS PUKARA DE LA COMUNIDAD CAMPESINA DE APACHACCO, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","S/. 1,953,928.00",S/. 0.00,
cusco,2244360,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SANEAMIENTO BASICO EN LA CUENCA PUCACCOCHA-SURIMANA, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 9,883,968.00","S/. 16,137,085.88",28/11/2018 04:57:27 p.m.
cusco,2244383,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICIÓN DE EXCRETAS EN SECTOR  CRUCE DE  COMUNIDAD DE HERCCA DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 320,858.08","S/. 547,253.37",04/10/2021 06:10:08 p.m.
cusco,2244413,"MEJORAMIENTO DE LA SEGURIDAD FÍSICA FRENTE A DESLIZAMIENTOS EN LA MARGEN DERECHA DE LA MICROCUENCA DEL RÍO SAPHY, SECTOR - BARRANQUILLA DISTRITO DE CUSCO, PROVINCIA DE CUSCO - CUSCO","S/. 2,306,280.00","S/. 2,120,013.38",
cusco,2244593,"CONSTRUCCION DE LA CARRETERA VECINAL KAMANKIRIATO - TUNQUIMAYO II, ZONAL IVOCHOTE, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 7,005,267.00","S/. 6,662,639.11",
cusco,2244714,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA BASICO INTEGRAL DEL SECTOR DE CHAULLAY ALTO, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 1,544,591.00","S/. 1,314,911.19",27/09/2021 02:39:31 p.m.
cusco,2244766,"INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD DE KAPIRUSHIMBIARI MARGEN IZQUIERDA - ZONAL IVOCHOTE, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,999,986.00","S/. 1,792,572.19",20/12/2018 12:28:06 p.m.
cusco,2244949,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL PASAJE 15 DE AGOSTO, PSJE. VENECIA, PSJE. BARRIOS ALTOS, PSJE. LOS LIBERTADORES, Y JIRON LAS GARDENIAS DE LA CIUDAD DE QUILLABAMBA DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 1,451,774.00","S/. 1,902,738.58",25/02/2020 04:45:32 p.m.
cusco,2245045,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD DE BUENOS AIRES, ZONAL ECHARATI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 1,949,975.00","S/. 1,318,695.41",21/05/2020 02:38:33 p.m.
cusco,2245081,"INSTALACION DE CANCHAS DEPORTIVAS EN EL SECTOR DE MATARA EN EL CENTRO POBLADO DE PISAC, DISTRITO DE PISAC - CALCA - CUSCO","S/. 697,825.21",S/. 0.00,
cusco,2245213,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN SECUNDARIA EN LA I.E.MX INTERCULTURAL BILINGÜE ASHÁNINCA Y MACHIGUENGA EN LA COMUNIDAD NATIVA DE SAMPANTUARI DEL CENTRO POBLADO DE KIMBIRI CERCADO, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 3,488,419.00","S/. 5,782,812.09",28/10/2021 11:57:43 a.m.
cusco,2245290,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE CALLE SR. DE QUISPIQUILLA, PJE. VERA, PJE. MUÑECAS, PJE. ARISTIDES MEZA, PJE. MELITÓN CAMPOS, PJE. CHUMA DE BOLIVIA Y PJE. VISITACIÓN LOPEZ MORALES DE LA APV VERA VELASCO, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 688,384.56","S/. 887,683.31",29/09/2021 04:03:41 p.m.
cusco,2245304,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE ENERGIA ELECTRICA MEDIANTE EL SISTEMA CONVENCIONAL EN LAS COMUNIDADES DE CHECASPAMPA, YANAMA Y HUECOUNO, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 889,475.00",S/. 0.00,
cusco,2245368,"AMPLIACION , MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE LETRINAS EN LA COMUNIDAD CAMPESINA DE MOYOMONTE, DISTRITO DE YANATILE - CALCA - CUSCO","S/. 801,000.63","S/. 1,218,399.88",29/09/2021 07:42:38 a.m.
cusco,2245484,"MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL ESTABLECIMIENTO DE SALUD I-1 DE PICHARI BAJA, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 2,125,525.00","S/. 2,395,299.07",11/10/2019 06:01:38 p.m.
cusco,2245523,"CONSTRUCCION DEL CAMINO VECINAL ENTRE LAS COMUNIDADES NATIVAS DE SATARUNSHIATO - CATUNGO KEMPIRI - EMPALME CARRETERA  NATIVIDAD, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 5,263,268.00","S/. 5,867,181.14",
cusco,2245526,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN DEL CENTRO EDUCATIVO BÁSICO ALTERNATIVO CAPITÁN FELIPE BERMÚDEZ EN EL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 2,460,036.00","S/. 10,689,510.76",30/12/2021 06:41:38 p.m.
cusco,2245549,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE ALCANTARILLADO EN EL CENTRO POBLADO DE NUEVO CIRIALO, ZONAL PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 3,110,972.00","S/. 2,723,128.91",11/02/2022 12:36:02 p.m.
cusco,2245811,"CONSTRUCCION DE LA CARRETERA NUEVO PARAISO - PUERTO CANTO, C.P.M. KITENI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,996,311.00",S/. 0.00,
cusco,2245834,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA URBANIZACION MAGISTERIAL Y APV 3 DE MAYO DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 2,845,408.00","S/. 6,006,377.89",13/12/2018 10:01:28 a.m.
cusco,2246021,"MEJORAMIENTO Y AMPLIACIÓN DE LA OFERTA DE SERVICIOS EDUCATIVOS EN LA I.E. N 50436 SAN JOSÉ DE LA C.C. DE QUESCCAY, DISTRITO DE PAUCARTAMBO, PROVINCIA DE PAUCARTAMBO - CUSCO","S/. 2,312,266.00","S/. 2,158,352.70",04/09/2019 12:26:07 p.m.
cusco,2246579,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS EDUCATIVOS EN LA INSTITUCIÓN EDUCATIVA SECUNDARIA DANIEL ESTRADA PÉREZ EN EL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 2,421,411.00","S/. 16,058,498.34",29/12/2021 08:51:11 p.m.
cusco,2246589,"INSTALACION , MEJORAMIENTO Y AMPLIACIÓN DE SERVICIOS EDUCATIVOS DEL NIVEL INICIAL ESCOLARIZADO CICLO II DE LAS I.E.I CREADAS EL AÑO 2013 EN LOS DISTRITOS DE ACOMAYO, POMACANCHI Y SANGARARA, PROVINCIA DE ACOMAYO - CUSCO","S/. 7,341,584.00","S/. 12,904,174.55",15/02/2022 04:15:17 p.m.
cusco,2246633,"CONSTRUCCION DEL CAMINO VECINAL EN LOS SECTORES MORMONTANI, UNION, MANKIRE 1, PATILLANI, ALCCAMARINA, MANKIRE 2, SAYHUA, CCOLLPA, TOMAYA, CHOCO Y HUATAPUCARA DE LA COMUNIDAD CAMPESINA DE CCAMANOCCA, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","S/. 5,883,032.00","S/. 4,926,560.03",29/09/2021 01:38:28 p.m.
cusco,2247022,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN LAS COMUNIDADES DE CHACLLABAMBA ALTA, CHACLLABAMBA BAJA, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO","S/. 1,092,660.00","S/. 1,801,269.99",30/09/2021 11:04:13 a.m.
cusco,2247051,"MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LOS SECTORES DE CHORRILLOS, CONDORHUASI, LAUCA, CHULLUPAMPA, CCACCAHUASI Y UMAHUALA EN LA COMUNIDAD CAMPESINA DE COTAHUASI, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","S/. 2,050,386.00","S/. 1,879,962.16",22/12/2021 06:28:26 p.m.
cusco,2247114,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL, EN LAS CALLES, 01, 02, 03, 04 Y 05, PASAJES 01, 02, 03 Y 04 DE LA APV VILLA EL CHAPARRAL, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 2,148,726.00","S/. 2,991,922.70",01/10/2019 12:15:21 p.m.
cusco,2247135,"MEJORAMIENTO DE  LOS  SERVICIOS  DE  EDUCACIÓN  PRIMARIA  DE  LA  I.E.  N 50741, ILLARY, COMUNIDAD   DE TIRACANCHA, DISTRITO DE SAN SALVADOR - CALCA - CUSCO","S/. 3,468,166.00","S/. 5,950,534.35",30/09/2020 11:27:52 a.m.
cusco,2247164,"CONSTRUCCION DEL CAMINO VECINAL ENTRE EL SECTOR SAN LUIS ALTA DE LOBO Y COMUNIDAD DE ALTO HUALLAGA, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 2,682,719.00","S/. 2,599,225.93",25/04/2018 06:08:11 p.m.
cusco,2247168,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES ENTRE LAS APVS PRADERAS DEL SUR Y URPI, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 1,186,274.00","S/. 1,020,884.20",02/08/2018 11:04:45 a.m.
cusco,2247356,"MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LOS SECTORES CCOCHA CCOCHA, AÑARANA, CHULLO, MATIOTAÑA, SORO OCCO, CCOCHA, CCOTAHUATA, CHACOPAMPA, ALCCAMARINA, RAYATA, HUAYLLANI Y CCOYANI DE LA COMUNIDAD CAMPESINA DE VILLA TAHUAPALCCA, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","S/. 3,830,806.00","S/. 6,997,956.19",29/09/2021 04:01:59 p.m.
cusco,2247403,"MEJORAMIENTO DEL SISTEMA DE RIEGO DE LOS SECTORES DE AÑARANA. CCOYANI, CONCAPATA, CCOTAHUATA Y CULEBRAYOC DE LA COMUNIDAD CAMPESINA DE VILLA TAHUAPALLCCA DEL, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","S/. 1,785,672.00","S/. 2,348,303.12",22/06/2020 02:50:11 p.m.
cusco,2247500,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL CENTRO POBLADO DE CCOCHAPAMPA, DISTRITO DE SANTA TERESA - LA CONVENCION - CUSCO","S/. 3,704,256.00","S/. 5,308,232.31",12/11/2019 10:32:46 a.m.
