region,cui,nombre_pip,funcion,division_funcional,grupo_funcional,sector_responsable,brechas,opmi,uf,uei,uep,gps,departamento,provincia,distrito,centro_poblado
piura,2090577,"AMPLIACION Y REHABILITACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO DE LA CIUDAD DE TAMBOGRANDE DEL , DISTRITO DE TAMBO GRANDE - PIURA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1504
                                
                            
                            
                                
                                    SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICI‡N FINAL
                                
                                
                                    PORCENTAJE DE VOLUMEN DE AGUAS RESIDUALES NO TRATADAS
                                
                                
                                    M3
                                
                                
                                    DISTRITAL
                                
                                
                                    1929513
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE POBLACI‡N URBANA QUE NO TIENE CONTINUIDAD DEL SERVICIO DE AGUA POTABLE
                                
                                
                                    HORAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1619
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE VIVIENDAS URBANAS CON SERVICIO DE AGUA CON CLORO RESIDUAL MENOR AL L÷MITE PERMISIBLE (0.5 MG/L)
                                
                                
                                    VIVIENDAS
                                
                                
                                    DISTRITAL
                                
                                
                                    2460",OPMI DE LA MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE,UF DE LA MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE (UFMD-TBGDE - ROSA EDITH SANTOS NIMA),UEI DE LA MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE - (UEIMDTAMBO - MILTON MARTIN MELENDEZ VARGAS),301537 - MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE,0,0,0,0,0
piura,2093226,"AMPLIACION Y MEJORAMIENTO DEL CEMENTERIO NUESTRA SE•ORA DEL CARMEN LOBITOS, DISTRITO DE LOBITOS - TALARA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LOBITOS,UF DE LA MUNICIPALIDAD DISTRITAL DE LOBITOS (UFPMDL - MARIA LAURA DE LOURDES SANCHEZ MONTOYA),UEI DE LA MUNICIPALIDAD DISTRITAL DE LOBITOS - (UEIMDLBT003 - CRISTHIANS LINK LOPEZ VILELA),301584 - MUNICIPALIDAD DISTRITAL DE LOBITOS,0,0,0,0,0
piura,2102199,"MEJORAMIENTO , AMPLIACION Y EQUIPAMIENTO DEL CENTRO DE SALUD DE FRIAS DEL DISTRITO DE FRIAS, PROVINCIA DE AYABACA - PIURA",SALUD,SALUD INDIVIDUAL,ATENCI‡N MêDICA BµSICA,SALUD,"SERVICIO DE ATENCI‡N DE SALUD BµSICOS
                                
                                
                                    PORCENTAJE DE ESTABLECIMIENTOS DE SALUD DEL PRIMER NIVEL DE ATENCI‡N CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    ESTABLECIMIENTO DE SALUD
                                
                                
                                    PROVINCIAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA (UFIMPA - DAVID AMADO QUINDE MARCHENA),UEIGSRMH - (UEIGSRMHNBQ - NEWSTHOR CESAR BARRETO QUEREVALU),301539 - MUN. DIS. DE FRIAS,0,0,0,0,0
piura,2102836,"MEJORAMIENTO DE LA INFRAESTRUCTURA PARA EL ADECUADO SERVICIO EDUCATIVO DE LA INSTITUCION EDUCATIVA LAS CAPULLANAS  DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA",EDUCACI‡N,EDUCACI‡N BµSICA,EDUCACI‡N SECUNDARIA,EDUCACION,"SERVICIO DE EDUCACI‡N SECUNDARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACI‡N SECUNDARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    PROVINCIAL
                                
                                
                                    1",OPMI DEL GOBIERNO REGIONAL PIURA,GERENCIA SUB REGIONAL LUCIANO CASTILLO COLONNA (GRPIGLCC - MANUEL VERA BELTRAN),UEIPI-GSRLCC - (UEIPI-GSRLCC - FRANCISCO CASTRO CASTRO),893 - REGION PIURA-GERENCIA LUCIANO CASTILLO COLONNA,0,0,0,0,0
piura,2105236,"MEJORAMIENTO DE TROCHA CARROZABLE LOCUTO- DIOS NOS MIRE A NIVEL DE AFIRMADO ENTRE LA PROGRESIVA 0+000 HASTA LA PROGRESIVA 25+290 DE LA ZONA  MARGEN IZQUIERDA DEL, DISTRITO DE TAMBO GRANDE - PIURA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                NINGUNO
                                            
                                            
                                                
                                            
                                            
                                                KM",54.86,,,,0,0,0,0,0
piura,2116059,"MEJORAMIENTO DEL SISTEMA DE RIEGO CANAL NUEVA ESPERANZA CASERIO NUEVA ESPERANZA, DISTRITO DE YAMANGO - MORROPON - PIURA",AGROPECUARIA,RIEGO,INFRAESTRUCTURA DE RIEGO,AGRICULTURA Y RIEGO,"SERVICIO DE PROVISI‡N DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS
                                
                                
                                    SISTEMA DE RIEGO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE YAMANGO,UF DE LA MUNICIPALIDAD DISTRITAL DE YAMANGO (UFMDYMG002 -  ALEXIS  OCA•A PAUTA),UEI DE LA MUNICIPALIDAD DISTRITAL DE YAMANGO - (UEIMDYMG001 -  ALEXIS  OCA•A PAUTA),301565 - MUNICIPALIDAD DISTRITAL DE YAMANGO,0,0,0,0,0
piura,2125466,"MEJORAMIENTO  AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE ALCANTARILLADO EN LOS CASERIOS  DOS ALTOS, NUEVO TAMARINDO, SANTA CRUZ, TUNAPE Y ARROYO M÷O EN EL  DISTRITO DE LA UNION, PROVINCIA DE PIURA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    7639
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    7639
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE VIVIENDAS URBANAS CON SERVICIO DE AGUA CON CLORO RESIDUAL MENOR AL L÷MITE PERMISIBLE (0.5 MG/L)
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    0.50
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE POBLACI‡N URBANA QUE NO TIENE CONTINUIDAD DEL SERVICIO DE AGUA POTABLE
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    24",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA (UFMPPRP - SIGIFREDO ROLANDO PASACHE ARAUJO),UEI DE LA MUNICIPALIDAD DISTRITAL DE LA UNION - (UEIMDLUF - AGUILAR FERNANDO SANTA CRUZ),301535 - MUNICIPALIDAD DISTRITAL DE LA UNION,0,0,0,0,0
piura,2126723,"MEJORAMIENTO DE LOS CANALES DE RIEGO TOMA 05 SIMBILA, TOMA 06 NARIHUALA - C.R PUYUNTALA, TOMA 04 - C.R LA BRUJA, TOMA 05, TOMA 06 , EL COCO - CR CUMBIBIRA Y LAGUNA DE MENDOZA - CR PALO PARADO, DISTRITO DE CATACAOS - PIURA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS,UF DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS (UFMDCTC2 - IOSIF MIJAIL ALEXANDER DIEGUEZ CORONADO),UEI DE LA MUNICIPALIDAD DISTRITAL DE CATACAOS - (UEIMDCTC2 - EDER ALBERTO ROBLEDO GONZALES),301531 - MUNICIPALIDAD DISTRITAL DE CATACAOS,0,0,0,0,0
piura,2142033,"MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN EL  CANAL SEMINARIO - SAN MARTIN, KM 13+580 - 17+640, DISTRITO EL TALLAN, PROVINCIA DE PIURA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,GERENCIA TERRITORIAL Y TRANSPORTE ( -  ),- ( - ),-,0,0,0,0,0
piura,2142428,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DE ALCANTARILLADO EN EL SECTOR NORESTE DEL DISTRITO DE LA UNION, PROVINCIA DE PIURA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE VIVIENDAS URBANAS CON SERVICIO DE AGUA CON CLORO RESIDUAL MENOR AL L÷MITE PERMISIBLE (0.5 MG/L)
                                
                                
                                    MG/L
                                
                                
                                    DISTRITAL
                                
                                
                                    0.50
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE POBLACI‡N URBANA QUE NO TIENE CONTINUIDAD DEL SERVICIO DE AGUA POTABLE
                                
                                
                                    HORAS
                                
                                
                                    DISTRITAL
                                
                                
                                    18
                                
                            
                            
                                
                                    SERVICIO DE ALCANTARILLADO
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    4352
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1723",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA (UFMPPRP - SIGIFREDO ROLANDO PASACHE ARAUJO),UEI DE LA MUNICIPALIDAD DISTRITAL DE LA UNION - (UEIMDLUF - AGUILAR FERNANDO SANTA CRUZ),301535 - MUNICIPALIDAD DISTRITAL DE LA UNION,0,0,0,0,0
piura,2146106,"MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD DE LA TROCHA CARROZABLE ULPAMACHE-RODEOPAMPA-SUCCHIL-CRUCE A CASCAMACHE ., PROVINCIA DE HUANCABAMBA - PIURA",TRANSPORTE,TRANSPORTE TERRESTRE,V÷AS VECINALES,TRANSPORTES Y COMUNICACIONES,"SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA
                                
                                
                                    PORCENTAJE DE LA RED VIAL VECINAL NO PAVIMENTADA CON INADECUADOS NIVELES DE SERVICIO
                                
                                
                                    KM
                                
                                
                                    NACIONAL
                                
                                
                                    21.76",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,UF DE LA MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA (UFPMHBBA - JOSE DEL CARMEN TIPARRA TORRES),- ( -  ),301548 - MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,0,0,0,0,0
piura,2151155,"CONSTRUCCION DEL SISTEMA DE AGUA POTABLE EN LA UNIVERSIDAD NACIONAL DE PIURA-SEDE SULLANA, DISTRITO DE SULLANA, PROVINCIA DE SULLNA,REGION PIURA",EDUCACI‡N,EDUCACI‡N SUPERIOR,EDUCACI‡N SUPERIOR UNIVERSITARIA,EDUCACION,"SERVICIO DE GESTI‡N INSTITUCIONAL EN EDUCACI‡N SUPERIOR UNIVERSITARIA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DE LA ADMINISTRACION CENTRAL QUE BRINDAN EL SERVICIO DE GESTI‡N INSTITUCIONAL EN LAS UNIVERSIDADES PÈBLICAS CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    INSTALACIONES QUE BRINDAN EL SERVICIO DE GESTI‡N INSTITUCIONAL
                                
                                
                                    NACIONAL
                                
                                
                                    1",OPMI DEL MINISTERIO DE EDUCACION,UNFS - UNIDAD FORMULADORA DE PROYECTOS (UNFS1 - CARITO YESAN CORDOVA),UNFS - UNIDAD EJECUTORA DE INVERSIONES - (UEIUNFS2 - PERCY RAMOS TORRES),1373 - UNIVERSIDAD NACIONAL DE FRONTERA,0,0,0,0,0
piura,2152451,CREACION DEL CENTRO DE SERVICIOS GRAFICOS E IMPRESIONES EN EL CAMPUS DE LA UNIVERSIDAD NACIONAL DE FRONTERA SULLANA,EDUCACI‡N,EDUCACI‡N SUPERIOR,EDUCACI‡N SUPERIOR UNIVERSITARIA,EDUCACION,"SERVICIO DE GESTI‡N INSTITUCIONAL EN EDUCACI‡N SUPERIOR UNIVERSITARIA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DE LA ADMINISTRACION CENTRAL QUE BRINDAN EL SERVICIO DE GESTI‡N INSTITUCIONAL EN LAS UNIVERSIDADES PÈBLICAS CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    INSTALACIONES QUE BRINDAN EL SERVICIO DE GESTI‡N INSTITUCIONAL
                                
                                
                                    PROVINCIAL
                                
                                
                                    1",OPMI DEL MINISTERIO DE EDUCACION,UNFS - UNIDAD FORMULADORA DE PROYECTOS (UNFS1 - CARITO YESAN CORDOVA),UNFS - UNIDAD EJECUTORA DE INVERSIONES - (UEIUNFS2 - PERCY RAMOS TORRES),1373 - UNIVERSIDAD NACIONAL DE FRONTERA,0,0,0,0,0
piura,2153249,CREACION DE AMBIENTE PARA CAFETER÷A CENTRAL EN EL CAMPUS DE LA UNIVERSIDAD NACIONAL DE FRONTERA-SULLANA,EDUCACI‡N,EDUCACI‡N SUPERIOR,EDUCACI‡N SUPERIOR UNIVERSITARIA,EDUCACION,"SERVICIO DE GESTI‡N INSTITUCIONAL EN EDUCACI‡N SUPERIOR UNIVERSITARIA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DE LA ADMINISTRACION CENTRAL QUE BRINDAN EL SERVICIO DE GESTI‡N INSTITUCIONAL EN LAS UNIVERSIDADES PÈBLICAS CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    INSTALACIONES QUE BRINDAN EL SERVICIO DE GESTI‡N INSTITUCIONAL
                                
                                
                                    PROVINCIAL
                                
                                
                                    1",OPMI DEL MINISTERIO DE EDUCACION,UNFS - UNIDAD FORMULADORA DE PROYECTOS (UNFS1 - CARITO YESAN CORDOVA),UNFS - UNIDAD EJECUTORA DE INVERSIONES - (UEIUNFS2 - PERCY RAMOS TORRES),1373 - UNIVERSIDAD NACIONAL DE FRONTERA,0,0,0,0,0
piura,2161837,"AMPLIACI‡N Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE CANCHAQUE, DISTRITO DE CANCHAQUE, PROVINCIA DE HUANCABAMBA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1950
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1950",OPMI DEL GOBIERNO REGIONAL PIURA,GERENCIA SUB REGIONAL MORROPON HUANCABAMBA (UFGSRMH - VERONICA VALLADARES GORDILLO),- ( - ),-,0,0,0,0,0
piura,2164155,"CREACION DE LOCAL DE USOS MÈLTIPLES EN EL A.H. 28 DE JULIO CONO SUR DEL DISTRITO DE PARI•AS, PROVINCIA DE TALARA - PIURA",PROTECCI‡N SOCIAL,ASISTENCIA SOCIAL,PROTECCI‡N DE POBLACIONES EN RIESGO,MUJER Y POBLACIONES VULNERABLES,"SERVICIO DE PROTECCI‡N A MUJERES VICTIMAS DE VIOLENCIA EN SITUACI‡N DE RIESGO DE FEMINICIDIO O PELIGRE SU INTEGRIDAD Y/O SALUD F÷SICA Y/O MENTAL
                                
                                
                                    PORCENTAJE DE HOGARES DE REFUGIO TEMPORAL PARA MUJERES Y SUS HIJAS E HIJOS POR IMPLEMENTAR
                                
                                
                                    HOGARES DE REFUGIO TEMPORAL
                                
                                
                                    DISTRITAL
                                
                                
                                    5",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TALARA (MPTSGFPIJMVB - JUAN MANUEL VALLE BALDA),UEI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA - (MPTUEIJCL - JOSE CARLOS CAMPOS LOPEZ),301581 - MUNICIPALIDAD PROVINCIAL DE TALARA - PARI•AS,0,0,0,0,0
piura,2164490,"CREACION DEL LOCAL COMUNAL MULTIUSOS EN LOS AA.HH. CêSAR VALLEJO Y NUEVO PARA÷SO, DEL DISTRITO DE PARI•AS, PROVINCIA DE TALARA - PIURA",PROTECCI‡N SOCIAL,ASISTENCIA SOCIAL,PROTECCI‡N DE POBLACIONES EN RIESGO,MUJER Y POBLACIONES VULNERABLES,"SERVICIO DE PROTECCI‡N A MUJERES VICTIMAS DE VIOLENCIA EN SITUACI‡N DE RIESGO DE FEMINICIDIO O PELIGRE SU INTEGRIDAD Y/O SALUD F÷SICA Y/O MENTAL
                                
                                
                                    PORCENTAJE DE HOGARES DE REFUGIO TEMPORAL PARA MUJERES Y SUS HIJAS E HIJOS POR IMPLEMENTAR
                                
                                
                                    HOGARES DE REFUGIO TEMPORAL
                                
                                
                                    DISTRITAL
                                
                                
                                    5",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TALARA (MPTSGFPIJMVB - JUAN MANUEL VALLE BALDA),UEI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA - (MPTUEIJCL - JOSE CARLOS CAMPOS LOPEZ),301581 - MUNICIPALIDAD PROVINCIAL DE TALARA - PARI•AS,0,0,0,0,0
piura,2164817,CREACION Y EQUIPAMIENTO DEL EDIFICIO DEL RECTORADO DE LA UNIVERSIDAD NACIONAL DE FRONTERA SULLANA,EDUCACI‡N,EDUCACI‡N SUPERIOR,EDUCACI‡N SUPERIOR UNIVERSITARIA,EDUCACION,"SERVICIO DE GESTI‡N INSTITUCIONAL EN EDUCACI‡N SUPERIOR UNIVERSITARIA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DE LA ADMINISTRACION CENTRAL QUE BRINDAN EL SERVICIO DE GESTI‡N INSTITUCIONAL EN LAS UNIVERSIDADES PÈBLICAS CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    INSTALACIONES QUE BRINDAN EL SERVICIO DE GESTI‡N INSTITUCIONAL
                                
                                
                                    PROVINCIAL
                                
                                
                                    1",OPMI DEL MINISTERIO DE EDUCACION,UNFS - UNIDAD FORMULADORA DE PROYECTOS (UNFS1 - CARITO YESAN CORDOVA),UNFS - UNIDAD EJECUTORA DE INVERSIONES - (UEIUNFS2 - PERCY RAMOS TORRES),1373 - UNIVERSIDAD NACIONAL DE FRONTERA,0,0,0,0,0
piura,2166564,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CALLE 35, ENTRE LA PROLONGACI‡N DE LAS AVS. SULLANA Y LA A DE LA URB.  IGNACIO MERINO, DISTRITO Y PROVINCIA DE PIURA",,,,,,OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-SEDE CENTRAL (UFGRPI004 -  ),UEI DE LA GOBIERNO REGIONAL PIURA - (UEIPIURA - LUIS VEGA PALACIOS),892 - REGION PIURA-SEDE CENTRAL,0,0,0,0,0
piura,2167210,"AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS EN EL CASERIO SANTA TERESA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,DIVISION DE INFRAESTRUCTURA Y DESARROLLO URBANO ( -  ),- ( - ),-,0,0,0,0,0
piura,2167571,"MEJORAMIENTO DE LA AVENIDA BRASIL DE LA CIUDAD DE SECHURA, DISTRITO DE SECHURA, PROVINCIA DE SECHURA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA,SUB GERENCIA FORMULADORA DE PROYECTOS (MPMPSHR000 - JOSE SALOMON MADRID PALACIOS),UEI DE LA GOBIERNO REGIONAL PIURA - (UEIPI - MARTIN EDUARDO SAAVEDRA MORE),892 - REGION PIURA-SEDE CENTRAL,0,0,0,0,0
piura,2167597,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA IE IDEL ALFONSO VEXLER TALLEDO DEL CENTRO POBLADO DE PUCUSULA, DISTRITO DE LA HUACA - PAITA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LA HUACA,SUB GERENCIA DE OBRAS Y DESARROLLO  URBANO Y RURAL ( -  ),- ( - ),-,0,0,0,0,0
piura,2167865,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO RURAL DE MANCO CAPAC -ZONA CURVAN DEL, DISTRITO DE TAMBO GRANDE - PIURA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    380
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    380",OPMI DE LA MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE,UF DE LA MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE (UFMD-TBGDE - ROSA EDITH SANTOS NIMA),UEI DE LA MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE - (UEIMDTAMBO - MILTON MARTIN MELENDEZ VARGAS),301537 - MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE,0,0,0,0,0
piura,2173700,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE SAN CRISTO Y SUS ANEXOS, DISTRITO DE CRISTO NOS VALGA - SECHURA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA,UF DE LA MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA (UFMDCSV - CARLOS SEVERO CORDOVA CALLE),UEI DE LA MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA - (UEIMDCSV - JULIO CESAR VASQUEZ OCMIN),301590 - MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA,0,0,0,0,0
piura,2174963,"MEJORAMIENTO DE ACCESOS CARROZABLES A LA ZONA AGRICOLA DE LOS SECTORES EL PRADO, LA MARIPOSA, SAN ISIDRO, PLAYA HUERTA EN EL CENTRO POBLADO SOJO, DISTRITO DE MIGUEL CHECA - SULLANA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MIGUEL CHECA,GERENCIA DE DESARROLLO URBANO E INFRAESTRUCTURA ( -  ),- ( - ),-,0,0,0,0,0
piura,2176221,"MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO DEL CASERIO LA CAPILLA, DISTRITO DE SAN MIGUEL DE EL FAIQUE - HUANCABAMBA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    428",OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE,UF DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE (UFMDFAQ004 - ALONSO MOISES TOCTO CALLE),UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE - (UEIMDFAQ001 - JOSE FELIX LEONARDO CRUZ ARRIETA),301553 - MUN. DIS. DE SAN MIGUEL DE EL FAIQUE,0,0,0,0,0
