codigo_unico,snip,fecha_registro,nombre_inversion,estado,tipo_inversion,programa_pmi,ompi,uf,uei,situacion,decreto_emergencia,cadena_funcional,viabilidad_aprobacion,costo_aprobado,beneficiarios,expediente_tecnico,reg_seguimiento,inicio_ejecucion,fin_ejecucion,inversion_actualizado,sol_controversias,carta_fianza,inver_total,costo_inversion,devengado_acumulado,avance_financiero_acum,saldo,fecha_primerdevengado,fecha_ultimodevengado,seaceobra,seaceconsul,seacebien,seaceserv
2301981,306423,31/10/2014,"MEJORAMIENTO DEL SERVICIO EDUCATIVO EN EL NIVEL INICIAL Y PRIMARIA DE LA I.E. N 14777 BARRIO BUENOS AIRES, DISTRITO DE SULLANA, PROVINCIA DE SULLANA, DEPARTAMENTO DE PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL PIURA,GERENCIA SUB REGIONAL LUCIANO CASTILLO COLONNA,UEIPI-GSRLCC,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN PRIMARIA,18/03/2016,"3,665,813.00","5,419",SI,SI,16/07/2018,31/12/2023,"6,991,658.34",0.00,0.0,"6,991,658.34","6,991,658.34","6,045,271.33",86.5 %,"946,387.00",DIC-2016,AGO-2020,"1MEJORAMIENTO DEL SERVICIO EDUCATIVO EN EL NIVEL INICIAL Y PRIMARIA DE LA I.E. N 14777 BARRIO BUENOS AIRES, DISTRITO DE SULLANA, PROVINCIA DE SULLANA, DEPARTAMENTO DE PIURA.CONSORCIO BUENOS AIRES66-201803/09/20185,639,709.005,639,709.00","1SUPERVISION DE LA OBRA:MEJORAMIENTO DEL SERVICIO EDUCATIVO EN EL NIVEL INICIAL Y PRIMARIA DE LA I.E. N 14777 BARRIO BUENOS AIRES, DISTRITO DE SULLANA, PROVINCIA DE SULLANA, DEPARTAMENTO DE PIURA.CONSORCIO PAPAYAL067-201803/09/2018194,000.00194,000.001servicio de elaboracion de expediente tecnico para el proyecto mejoramiento del servicio educativo en el nivel inicial y primaria de la IE N14777 barrio de buenos aires distrito de sullana provincia de sullana piuraVENEGAS VALLADOLID NELSON ROGELIO25-201616/12/201673,000.0073,000.00",,
2302313,340396,26/11/2015,PROYECTO NACIONAL DE INNOVACION EN ACUICULTURA,ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL MINISTERIO DE LA PRODUCCION,UF DEL DVPA PRODUCE,UEI-UNIDAD DE PLANIFICACION Y PRESUPUESTO-PNIPA,VIABLE,NO,"PLANEAMIENTO, GESTIÓN Y RESERVA DE CONTINGENCIA - CIENCIA Y TECNOLOGÍA - INNOVACIÓN TECNOLÓGICA",31/12/2015,"221,467,931.00","2,763",SI,SI,13/03/2017,24/01/2023,"221,467,931.00",0.00,0.0,"221,467,931.00","221,467,931.00","163,406,366.06",73.8 %,"58,061,564.94",OCT-2017,FEB-2022,,,,
2302652,341799,04/12/2015,"MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN LA I. E. Nº 14191 DE LA LOCALIDAD DE RAYO LANCHIPAMPA, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN PRIMARIA,22/12/2015,"516,831.89",43,SI,SI,02/07/2018,03/04/2023,"617,037.79",0.00,0.0,"617,037.79","617,037.79","608,807.03",98.7 %,"8,230.76",SET-2017,NOV-2021,"1CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA:""MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN LA I. E. Nº 14191 DE LA LOCALIDAD DE RAYO LANCHIPAMPA, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA""VICTORIA¿S OBRAS Y SERVICIOS S.A.C.N° 017-2019-MPA-ADM: EJECUTOR DE OBRA14/08/2019544,141.00544,141.00",,,
2303055,342100,02/12/2015,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL CASERIO SAN FRANCISCO, DISTRITO DE CANCHAQUE - HUANCABAMBA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CANCHAQUE,UF DE LA MUNICIPALIDAD DISTRITAL DE CANCHAQUE,UEI DE LA MUNICIPALIDAD DISTRITAL DE CANCHAQUE,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,23/12/2015,"2,346,147.00",520,SI,SI,20/03/2018,18/07/2018,"2,865,196.73",0.00,0.0,"2,865,196.73","2,865,196.73","2,833,781.00",98.9 %,"31,415.72",SET-2019,DIC-2019,,"1Supervisión de Obra: ¿Mejoramiento Del Servicio De Transitabilidad Vehicular Y Peatonal En El Caserío San Francisco, Distrito De Canchaque ¿ Huancabamba, Piura¿. Código SNIP: 342100.CONSORCIO JYW INGENIEROS 037-2018-MDC-GM/ALC.31/10/201883,000.0083,000.00",,
2303150,342192,03/12/2015,"CREACION DEL SISTEMA ELECTRICO CONVENCIONAL PARA EL CASERIO LAS MERCEDES UBICADO EN EL KM 1010-1011 CARRETERA PIURA  SULLANA, DISTRITO DE PIURA, PROVINCIA DE PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,VIABLE,NO,ENERGÍA - ENERGÍA ELÉCTRICA - DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA,24/10/2016,"887,209.27",872,SI,SI,01/05/2019,15/05/2024,"1,259,957.88",0.00,0.0,"1,259,957.88","1,259,957.88","1,155,995.18",91.7 %,"103,962.69",DIC-2017,JUL-2021,"1CREACION DEL SISTEMA ELECTRICO CONVENCIONAL PARA EL CASERIO LAS MERCEDES UBICADO EN EL KM 1010 - 1011CARRETERA PIURA SULLANA DISTRITO DE PIURA PROVINCIA DE PIURA PIURACONSORCIO ESCALANTECONTRATO 02-2019-GM/MPP20/05/20191,067,362.001,067,362.00",,,
2303403,342407,04/12/2015,"MEJORAMIENTO DEL SERVICIO DE CONTROL DE EROSION DE SUELOS A TRAVES DE LA FORESTACION Y REFORESTACION EN 55 LOCALIDADES DE  HUARMACA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,UF DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,VIABLE,NO,"AMBIENTE - DESARROLLO ESTRATÉGICO, CONSERVACIÓN Y APROVECHAMIENTO SOSTENIBLE DEL PATRIMONIO NATURAL - GESTIÓN INTEGRADA Y SOSTENIBLE DE LOS ECOSISTEMAS",17/02/2017,"3,072,876.00","1,144",SI,SI,01/07/2017,22/02/2022,"2,112,960.79",0.00,0.0,"2,112,960.79","2,112,960.79","1,868,831.87",88.4 %,"244,128.91",ABR-2019,FEB-2022,,,"1ADQUISICION DE POSTES DE MADERA PARA EL PROYECTO MEJORAMIENTO DEL SERVICIO DE CONTROL DE EROSION DE SUELOS A TRAVES DE LA FORESTACION Y REFORESTACION EN 55 LOCALIDADES DEL DISTRITO DE AHUARMACATINEO TINEO ANDRES081-2021-MDH-GM26/04/2021106,437.00106,437.001ADQUISICION DE MATERIALES DE FERRETERIA PARA LA EJECUCION DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE EROSIÓN DEL SUELO A TRAVÉS DE LA FORESTACIÓN Y REFORESTACIÓN EN 55 LOCALIDADES DEL DISTRITO DE HUARMACA ¿ HUANCABAMBA ¿ PIURASTEEL NORT E.I.R.L.N° 194-2019-MDH-GM23/05/201962,773.0062,773.00",
2303606,342593,07/12/2015,"MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL N 1337  DEL CENTRO POBLADO NUEVA ESPERANZA, DISTRITO LAS LOMAS,  PROVINCIA DE PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-DIRECCION REGIONAL DE EDUCACION,UEI DE LA GOBIERNO REGIONAL PIURA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,30/06/2016,"1,636,060.00",313,SI,SI,15/04/2020,03/03/2023,"2,697,938.91",0.00,0.0,"2,697,938.91","2,697,938.91","140,000.00",5.2 %,"2,557,938.91",NOV-2018,MAY-2019,,"1CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PIP MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL N 1337DEL CENTRO POBLADO NUEVA ESPERANZA, DISTRITO LAS LOMAS, PROVINCIA DE PIURA - PIURA CON DEACUÑA VEGA CONSULTORES Y EJECUTORES E.I.R.L.6928/09/2018120,000.00120,000.00",,
2303607,342594,10/12/2015,"MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL N 1339   DEL CENTRO POBLADO PUEBLO NUEVO PAMPA ELERA, DISTRITO LAS LOMAS,  PROVINCIA DE PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-DIRECCION REGIONAL DE EDUCACION,UEI DE LA GOBIERNO REGIONAL PIURA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,16/09/2016,"1,475,794.00",192,SI,SI,30/03/2019,03/03/2023,"2,967,659.58",0.00,0.0,"2,967,659.58","2,967,659.58","101,000.00",3.4 %,"2,866,659.58",NOV-2018,DIC-2018,,"1Contratación de Servicio de Consultoría de obra para la Elaboración del expediente técnico del Pip: Mejoramiento del servicio de Educación Inicial en la IEI N° 1339 del CP Pueblo Nuevo Pampa Elera, Dist.Las Lomas, Prov.Piura -Piura, con cód. proy. N°ACUÑA VEGA CONSULTORES Y EJECUTORES E.I.R.L.70-201805/10/201880,000.0080,000.00",,
2303608,342595,07/12/2015,"MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL N 1343   DEL CENTRO POBLADO OCOTO ALTO, DISTRITO DE TAMBOGRANDE,  PROVINCIA DE PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-DIRECCION REGIONAL DE EDUCACION,UEI DE LA GOBIERNO REGIONAL PIURA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,25/07/2016,"1,371,018.00",486,SI,SI,15/06/2019,03/03/2023,"2,001,554.85",0.00,0.0,"2,001,554.85","2,001,554.85","1,709,503.36",85.4 %,"292,051.49",ABR-2017,ENE-2021,"1Proyecto de Inversion Mejoramiento  del  Servicio  de  Educacion  Inicial en la Institución Educativa Inicial    
 1343  del  Centro  Poblado  Ocoto  Alto  Distrito de Tambogrande  Provincia de Piura  Departamento Piura  con   
 Codigo SNIP  342595CONSORCIO CRUZ DE MOTUPE1516/07/20191,569,341.001,569,341.00","1SUPERVISION DE LA EJECUCION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL DE LA IE 1343 DEL CENTRO POBLADO OCOTO ALTO DEL DISTRITO DE TAMBOGRANDE - PIURACONSORCIO QHAWAY ÑAWI27-201918/10/201964,105.0064,105.001CONTRATACION DEL SERVICIO DE CONSULTORIA PARA LA ELABORACION DE EXPEDIENTE TECNICO DEL PIP, MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA INSTITUCION EDUCATIVA INICIAL No 1343 DEL CENTRO POBLADO OCOTO ALTO DISTRITO DE TAMBOGRANDEACUÑA VEGA CONSULTORES Y EJECUTORES E.I.R.L.16-20710/03/201760,000.0060,000.00",,
2303839,342800,09/12/2015,"MEJORAMIENTO DE LAS CAPACIDADES PRODUCTIVAS DE LOS PRODUCTORES DE LECHE DE GANADO VACUNO EN 31 LOCALIDADES, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,UF DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUARMACA,VIABLE,NO,"PLANEAMIENTO, GESTIÓN Y RESERVA DE CONTINGENCIA - CIENCIA Y TECNOLOGÍA - INNOVACIÓN TECNOLÓGICA",20/07/2016,"2,198,445.00","6,368",SI,SI,02/01/2017,07/03/2023,"2,165,362.75",0.00,0.0,"2,165,362.75","2,165,362.75","1,996,347.38",92.2 %,"169,015.37",MAR-2019,FEB-2022,,,,
2303967,342880,14/12/2015,"MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL N 1300 ZONA SANTA ISABEL DEL CENTRO POBLADO LAYNAS, DEL DISTRITO DE LA MATANZA, PROVINCIA DE MORROPON - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-DIRECCION REGIONAL DE EDUCACION,UEI DE LA GOBIERNO REGIONAL PIURA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,22/03/2016,"2,328,506.00",370,SI,SI,10/08/2019,30/03/2023,"2,249,553.42",0.00,0.0,"2,249,553.42","2,249,553.42","1,356,022.95",60.3 %,"893,530.47",DIC-2017,OCT-2021,"1CONTRATACION PARA LA EJECUCION DE LA OBRA MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA INSTITUCION EDUCATIVA INICIAL N 1300 ZONA SANTA ISABEL DEL CENTRO POBLADO LAYNAS DEL DISTRITO DE LA MATANZA PROVINCIA DE MORROPON PIURA CON CODIGO UNICO N 2303967 ANTES CODIGO SNIP N 342880INVERSIONES Y NEGOCIOS GENERALES MAFER S.A.C.CONTRATO N° 09-2021-GRP10/03/20211,971,013.001,971,013.00","1CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA EJECUCION DE LA OBRA MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA INSTITUCION EDUCATIVA INICIAL 1300 ZONA SANTA ISABEL DEL CENTRO POBLADO LAYNAS DEL DISTRITO DE LA MATANZA PROVINCIA DE MORROPON PIURA CODIGO UNICO 2303967CONSORCIO SANTA ISABEL1910/06/202187,821.0087,821.001CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PIP: MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL N° 1300 ZONA SANTA ISABLE DEL CENTRO POBLADO LAYNAS, DISTRITO DE LA MATANZA, PROVINCIA DE MORROPÓN - PIURA, CON CÓDIGO SNIP N° 342880GARLA INGENIEROS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA59-201722/06/201795,000.0095,000.00",,
2304004,342916,14/12/2015,"MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL N 1298 DEL CENTRO POBLADO KILÓMETRO 66, DISTRITO DE LA MATANZA, PROVINCIA DE MORROPON - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LA MATANZA,UF DE LA MUNICIPALIDAD DISTRITAL DE LA MATANZA,UEI DE LA MUNICIPALIDAD DISTRITAL DE LA MATANZA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,15/06/2016,"1,217,419.00",180,NO,NO,,,"1,217,418.75",0.00,0.0,"1,217,418.75","1,217,418.75","33,400.00",2.7 %,"1,184,018.75",MAY-2019,AGO-2019,,,,
2304527,343400,16/12/2015,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS A NIVEL INICIAL, PRIMARIO Y SECUNDARIO DE LA I.E N 14078  DEL A.H LA FLORIDA, DISTRITO DE SECHURA, PROVINCIA DE SECHURA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN PRIMARIA,17/03/2016,"11,753,877.00","10,738",SI,SI,11/02/2017,20/04/2018,"14,237,370.22",0.00,0.0,"14,237,370.22","14,237,370.22","14,237,370.22",100 %,0.00,JUL-2017,ABR-2019,,,,
2304581,343450,15/12/2015,"CONSTRUCCION DE PISTAS Y VEREDA EN EL SECTOR LA CANCHA C.P. MALLARITOS, DISTRITO DE MARCAVELICA - SULLANA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,UF DE LA MUNICIPALIDAD DISTRITAL DE MARCAVELICA,,VIABLE,NO,TRANSPORTE - TRANSPORTE URBANO - VÍAS URBANAS,16/12/2015,"4,115,231.00","6,114",NO,NO,,,"4,115,231.00",0.00,0.0,"4,115,231.00","4,115,231.00","64,595.00",1.6 %,"4,050,636.00",DIC-2016,SET-2019,,,,
2304640,343506,16/12/2015,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ELIMINACIÓN DE EXCRETAS EN EL CASERIO CARACUCHO DEL DISTRITO DE  SANTO DOMINGO DE LA, PROVINCIA DE MORROPON - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON,UNIDAD FORMULADORA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON,VIABLE,NO,SANEAMIENTO - SANEAMIENTO - SANEAMIENTO RURAL,17/08/2017,"2,144,281.00",401,NO,SI,,,"2,144,281.00",0.00,0.0,"2,144,281.00","2,144,281.00","22,400.00",1 %,"2,121,881.00",ABR-2019,ABR-2019,,,,
2304642,343508,16/12/2015,"MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE LLANOS DE ARAGOTO (EMP. PE-3N) Y MANGAL DE CALVAS, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,INSTITUTO VIAL PROVINCIAL AYABACA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA,VIABLE,NO,TRANSPORTE - TRANSPORTE TERRESTRE - VÍAS VECINALES,17/02/2016,"7,581,506.00","1,493",SI,SI,11/09/2017,05/06/2023,"9,353,766.03",0.00,0.0,"9,353,766.03","9,353,766.03","9,224,066.93",98.6 %,"129,699.09",JUL-2017,DIC-2019,"1CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE LLANOS DE ARAGOTO (EMP. PE-3N) Y MANGAL DE CALVAS, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA""SIPAN001-2018-MPA-ADM:EJECUTOR DE OBRA22/06/20188,741,206.008,741,206.00","1CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA SUPERVISION DE LA OBRA: ""MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE LLANOS DE ARAGOTO (EMP-PE-3N) Y MANGAL DE CALVAS, DISTRITO DE AYABACA, PROVINCIA DE AYABACA-PIURA""SALON VASQUEZ LUIS AGUSTIN003-2018-MPA-ADM-S:SERVICIOS13/09/2018257,000.00257,000.001CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA REFORMULACION DEL EXPEDIENTE TECNICO DEFINITIVO DEL PROYECTO:"" MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE LLANOS DE ARAGOTO (EMP. PE-3N) Y NANGAY DE CALVAS, DISTRITO DE AYABACA, PFERNANDEZ IDROGO SEGUNDO GRIMANIEL00314/09/2017140,538.00140,538.00",,
2305178,308067,19/11/2014,"AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ELIMINACION DE EXCRETAS  EN LA LOCALIDAD DE MONTEVERDE, DISTRITO DE LAS LOMAS - PIURA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LAS LOMAS,UF DE LA MUNICIPALIDAD DISTRITAL DE LAS LOMAS,UEI DE LA MUNICIPALIDAD DISTRITAL DE LAS LOMAS,VIABLE,NO,SANEAMIENTO - SANEAMIENTO - SANEAMIENTO RURAL,31/08/2016,"1,449,833.00",409,SI,SI,01/11/2021,29/02/2024,"1,957,506.12",0.00,0.0,"1,957,506.12","1,957,506.12","79,269.00",4 %,"1,878,237.12",FEB-2017,DIC-2018,,"1ELABORACION DE EXPEDIENTE TECNICOHUAMAN LINARES JUAN PABLOCONTRATO DE CONSULTORIA DE OBRA N° 001-2017-MDLL09/01/201755,300.0055,300.00",,
2305539,344330,29/12/2015,"MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO SANITARIO EN EL JIRON 28 DE JULIO (TRAMO ENTRE LA AV. PIURA Y PASAJE S/N), DISTRITO DE SAN MIGUEL DE EL FAIQUE - HUANCABAMBA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE,UF DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE,,VIABLE,NO,SANEAMIENTO - SANEAMIENTO - SANEAMIENTO URBANO,29/03/2016,"125,139.24",150,SI,NO,,,"112,721.93",0.00,0.0,"112,721.93","112,721.93","110,744.92",98.2 %,"1,977.00",MAY-2016,SET-2016,,,,
2306173,344887,29/12/2015,"MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL N 1293 DEL CENTRO POBLADO KILÓMETRO 44, DISTRITO DE CHULUCANAS,  PROVINCIA DE MORROPÓN- PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DEL GOBIERNO REGIONAL PIURA,REGION PIURA-DIRECCION REGIONAL DE EDUCACION,UEI DE LA GOBIERNO REGIONAL PIURA,VIABLE,NO,EDUCACIÓN - EDUCACIÓN BÁSICA - EDUCACIÓN INICIAL,05/12/2016,"1,327,827.00",152,SI,SI,20/02/2020,03/03/2023,"2,475,368.78",0.00,0.0,"2,475,368.78","2,475,368.78","2,107,948.15",85.2 %,"367,420.62",ABR-2019,AGO-2021,"1EJECUCION DE LA OBRA MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA INSTITUCION EDUCATIVA INICIAL N 1293 DEL CENTRO POBLADO KILOMETRO 44 DISTRITO DE CHULUCANAS PROVINCIA DE MORROPON PIURA CON CODIGO UNICO N 2306173 ANTES CODIGO SNIP N 344887CONSORCIO EDIFICACONTRATO N° 30-2020-GRP09/11/20201,987,948.001,987,948.00","1CONTRATACIÓN PARA EL SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PIP: "" MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN LA INSTITUCIÓN EDUCATIVA INICIAL No 1293 DEL CENTRO POBLADO KILÓMETRO 44, DISTRITO DE CHULUCANAS, PROVINCIA DE MORROPÓN - PIURA"" CON CODIGO DE PROYECTO N° 2306173 (ANTES SNIP No 344887)QUINONES TROYA LUIS RODOLFO77-2018-GR17/10/201895,000.0095,000.00",,
2306289,310114,24/12/2014,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL CERCADO DE TALARA ALTA- DISTRITO DE PARIÑAS, PROVINCIA DE TALARA - PIURA",ACTIVO,PROYECTO DE INVERSION,SI,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UF DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE TALARA,VIABLE,NO,SANEAMIENTO - SANEAMIENTO - SANEAMIENTO URBANO,27/05/2016,"7,860,256.00","4,238",NO,SI,,,"7,860,256.00",0.00,0.0,"7,860,256.00","7,860,256.00","180,000.00",2.3 %,"7,680,256.00",MAR-2017,NOV-2017,,"1ELABORACION DE EXPEDIENTE MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL CERCADO DE TALARA ALTA - DISTRITO DE PARINAS - PROVINCIA DE TALARA - PIURACONSORCIO SANTA MARIA049-12-2016-MPT13/12/2016215,000.00215,000.00",,
2306432,345195,30/12/2015,"CREACION DEL SERVICIO PASIVO, DE LA PLAZA DE ARMAS EN LA PARTE ALTA, DISTRITO DE PAITA, PROVINCIA DE PAITA - PIURA",ACTIVO,PROYECTO DE INVERSION,NO,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PAITA,SUB GERENCIA FORMULADORA DE PROYECTOS,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PAITA,VIABLE,NO,AMBIENTE - GESTIÓN INTEGRAL DE LA CALIDAD AMBIENTAL - CONSERVACIÓN Y AMPLIACIÓN DE LAS ÁREAS VERDES Y ORNATO PÚBLICO,02/06/2016,"3,609,795.00","1,309",SI,SI,15/05/2018,30/09/2018,"4,681,144.49",0.00,0.0,"4,681,144.49","4,681,144.49","4,664,956.59",99.7 %,"16,187.90",DIC-2017,NOV-2019,"1Creación del Servicio Recreacional Pasivo de la Plaza de Armas en la Parte Alta, Distrito de Paita, Provincia de Paita ¿ PiuraCONSORCIO PAITA ALTA6-201822/02/20183,935,433.003,935,433.00","1CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA LA SUPERVISION DE LA EJECUCIÓN DE LA OBRA: CREACIÓN DEL SERVICIO RECREACIONAL PASIVO DE LA PLAZA DE ARMAS EN LA PARTE ALTA, DISTRITO DE PAITA, PROVINCIA DE PAITA PIURACHAVEZ VILCHEZ MIGUEL JESUSCONTRATO Nº 010-2018-MPP04/04/2018136,241.00136,241.001CONTRATACIÓN DE CONSULTORÍA DE OBRA ELABORACIÓN DEL EXPEDIENTE TÉCNICO: CREACIÓN DEL SERVICIO RECREACIONAL PASIVO DE LA PLAZA DE ARMAS EN LA PARTE ALTA, DISTRITO DE PAITA ¿ PROVINCIA DE PAITA ¿ PIURAQUINONES TROYA LUIS RODOLFO14-201728/09/2017118,470.00118,470.00",,
