nombre,n_informes,region
ANA OJEDA MUNOZ,0,cusco
JOSE DALGUERRE ORDONEZ,0,cusco
LUIS FEDERICO COVARRUBIAS CHOCANO,2,cusco
GILMA JESSICA CARDENAS REYES,0,cusco
ZONIA FRECIA ESCALANTE PANCORBO,0,cusco
MARTIN GENARO HILARES LUNA,0,cusco
JORGE FERNANDO VELAZCO DEL ALAMO,0,cusco
WILBERT SILVA CACERES,0,cusco
MARIA ELENA FARFAN ZUNIGA,1,cusco
JOSE NILO ANDIA FUENTES,0,cusco
LUIS MIGUEL LORENZO AROTINCO,0,cusco
PEDRO CESAR VILLANUEVA YARIN,0,cusco
KATY ROSELLA PONCE LUDENA,0,cusco
YURI JHON AGUILAR HUAYTAN,0,cusco
AGUEDO HUAMANI HUAYHUA,0,cusco
GRIMANESA PERALTA CRUZ,0,cusco
CARLOS ZANABRIA GOMEZ,0,cusco
MARIO CUMPA CAYURI,0,cusco
EFRAIN SILVA CANAL,1,cusco
JORGE CUMPA VERA,0,cusco
JUAN ALBERTO CANO CACERES,1,cusco
TIMOTEO JUAN GALINDO PAQUIYAURI,0,cusco
ANGEL AURELIO ROJAS QUISPE,2,cusco
MILAGROS DYANA PRUDENCIO FLOREZ,0,cusco
EDWIN PEREYRA NINA,0,cusco
CARLOS ERNESTO VIDAL LOPEZ,1,cusco
YURY MANUEL YANEZ CHAVEZ,0,cusco
BORIS WILDE CALLUARI ESPINOZA,0,cusco
CHRISTIAN CHEVARRIA MAR,0,cusco
ALBERTO CARDENAS ANAYA,6,cusco
JULIO PALOMINO HUAMAN,1,cusco
SANDRA BARRIGA HUARAHUARA,0,cusco
GANDHY CESAR DELGADO CAMPOS,0,cusco
FERNANDO NINA LAURA,0,cusco
JAVIER MAX PEREZ RAMOS,3,cusco
ADOLFO ZAVALETA QUISPE,0,cusco
AIDE ALMANZA MAMANI,0,cusco
BETSY CHIRINOS ZUNIGA,0,cusco
NATALIA CANTERO LOAYZA,0,cusco
ALEJO CCAYYAMARCA ROJAS,0,cusco
CARLOS FAUSTO FERNANDEZ MAMANI,0,cusco
MARINO CCORIMANYA GUTIERREZ,0,cusco
JUAN GORKI HURTADO FIGUEROA,0,cusco
JAVIER ABDON HUARANCA VENEGAS,0,cusco
RICHARD EDISON BUSTAMANTE CAHUANA,0,cusco
CARMEN ROSA HUAMAN QUISPE,1,cusco
PATRICIA ROXANA PAREDES CENTENO,0,cusco
NORBERTO CURASI MENDOZA,0,cusco
ZENON HUAYTA PACCO,0,cusco
MARIA ISABEL AUCATINCO AUCATINCO,0,cusco
MARIA ELENA CCOA DELGADO,0,cusco
FRANCIS LUZ VEGAS SANCHEZ,1,cusco
MARCO ANTONIO REYES REYNA,1,cusco
ROLING CUICAPUSA CCANTO,0,cusco
EMERSON VELA SARAVIA,0,cusco
DANY RICARDO VIDALON ROMO,0,cusco
RUDECINDO MAMANI HUAMAN,0,cusco
ERICK MORALES ALPACA,0,cusco
LUCIA SEGOVIA VIDAL,0,cusco
RENZO SIGUENAS ROSAS,0,cusco
LENI CIPRIANO CORNEJO TAMO,0,cusco
JUAN ALEJO RIVERA,0,cusco
VICTOR ANTONIO GONZA CUSIPUMA,0,cusco
ROBERTO ANDRES NINA MONTIEL,0,cusco
CESAR BERNARDO QUISPE MERCADO,0,cusco
LUCILA JESUS MENDOZA VELARDE,0,cusco
CESAR ENER DOMINGUEZ VILLA,0,cusco
HELMER SIERRA PORRAS,0,cusco
NELLY GARIBAY HEREDIA,1,cusco
EVERT HUMPIRE HUARCAYA,0,cusco
JOSE VICTOR VALENCIA VERA,5,cusco
OSCAR QUISPE CCORIMANYA,1,cusco
LUIS ALBERTO CONDORI LLAMAC,0,cusco
PERCY VILLAVICENCIO CUSIQUISPE,0,cusco
PAULINA HUISA CHAMPI,0,cusco
JESUS MANUEL HUANQUI LIMPE,0,cusco
SHEYLA APAZA SALCEDO,0,cusco
KARINA MAMANI PATINO,0,cusco
EFRAIN RAMIRO APARICIO CAMPANA,0,cusco
CCOLQQUE RUBHER CCOLQQUE,0,cusco
SERBASTINA CHAUPI CHAINA,0,cusco
SAICO JUAN YAULI,0,cusco
NORMA OLARTE ALEGRIA,0,cusco
AMERICO FERNANDEZ VACA,0,cusco
YASMINA VALDIVIA ROCA,0,cusco
YESENIA NANCY GUTIERREZ QUISPE,1,cusco
PABLO APAZA HUANCA,0,cusco
ROLANDO MARTINEZ LAQUIHUANACO,0,cusco
JUSTINO TUPAYACHI MAR,0,cusco
ENA EVELYN ARAGON RAMIREZ,0,cusco
RUTH MERY CONDORI QUISPE,0,cusco
CINTHYA CHACALLA POLO,0,cusco
NATALI ANADEIDA VALENCIA OVIEDO,0,cusco
MARIELA PAREDES CENTENO,0,cusco
MARCELA CASTILLO VARGAS,0,cusco
ROSA ANGELICA NINANTAY CACERES,0,cusco
ALBERTO PINTO CCUNO,0,cusco
MARCELINA MENDOZA VELAZQUES,0,cusco
JUAN MOISES GUTIERREZ FLOREZ,0,cusco
DANCY SONIA LABRA HUAMANVILCA DE AVENDANO,0,cusco
AMELIA AYDE RAMOS CHURA,0,cusco
GABRIELA ANDREA URRUCHI BEJAR,0,cusco
BRAULIO DOMINGUEZ ZUNIGA,0,cusco
ELMER LEON VASQUEZ,6,cusco
JAYRA MAYELA MAYHUA CURO,0,cusco
MARIELA MEJIA HUMANTICA,0,cusco
RICHAD VASQUEZ TINTAYA,0,cusco
JAVIER QUISPE QUISPE,8,cusco
JUAN CARLOS HUAMAN HUILLCA,1,cusco
JUAN JOSE ANCAYPURO PEZO,0,cusco
DANTE ROSSEL BLANCO CONDORHUACHO,0,cusco
JUSTINO CONDORI CAJIGAS,0,cusco
AYDEE URQUIZO QUISPE,1,cusco
GSURI MILENA PAGAN LUNA,0,cusco
ROSA LUZ HALANOKCA SUMA,0,cusco
ROXANA ESCOBAR MONTEVILLER,0,cusco
CARLOS IVAN HUALLPA SUNA,0,cusco
JOSE ANTONIO VALENZUELA SALAS,3,cusco
ELIO WALTER CCANQUE CURASI,0,cusco
ARTURO CHANI CHOQUEMAQUE,0,cusco
DANIEL SUCA LIMA,0,cusco
MARLENI BERNO CHAVEZ,0,cusco
MELVI LUCIA RAMOS NUNEZ,0,cusco
GERARDO PACHECO FLORES,2,cusco
URBANO HUAMANGUILLA AMAUT,0,cusco
RICHAR MATIAS CHALCO LUQUE,0,cusco
RICHAD MATIAS CHALCO LUQUE,0,cusco
RICHARD MATIAS CHALCO LUQUE,0,cusco
NELSON BUSTAMANTE GUEVARA,0,cusco
WILFREDO QUISPE PUMAYALLI,0,cusco
DANDY CARDENAS TICONA,1,cusco
CESAR AUGUSTO DIAZ NIETO,1,cusco
JUAN DE LA CRUZ HACHO CONDORI,0,cusco
GONZALO PINO SEBASTIAN,0,cusco
FLOR PEREYRA ROCA,1,cusco
KEILA TURCO MORALES,0,cusco
BENEDICTO HUILLCA SUNI,0,cusco
YANETH YUCRA AYALA,0,cusco
VALERIO MENDOZA SUNI,0,cusco
GERARDO LUPO IMATA,0,cusco
DEIVE ASTERIO ZAMORA LOPEZ,0,cusco
DARWIN ARGANDONA SALAZAR,0,cusco
LUIS FERNANDO FIGUEROA GONZALES,5,cusco
FAUSTO ROLDAN ROLDAN,0,cusco
EFRAIN SANTA CRUZ FONSECA,0,cusco
YHOSIO CARHUASUICA PUMACAHUA,0,cusco
ARTHUR DIMAS CARPIO DURAND,0,cusco
REDDICK MANUEL BELLIDO JIHUALLANCA,0,cusco
RUDY GERONIMO ACHIRI CHOQUEPUMA,0,cusco
MIGUEL APARICIO VASQUEZ QQUEHUE,0,cusco
JUAN CARLOS FARFAN CHOQUE,3,cusco
CLAUDIA VILLANO PEREZ,0,cusco
ALICIA HUAMAN QUISPE,2,cusco
EDILBERTO RIVAS DEL POZO,0,cusco
MARIA PILAR ROMAN VILLACORTA,0,cusco
MARIA TERESA CESPEDES CABALLERO,0,cusco
ESTEBAN MAIHUIRE HUILLCA,0,cusco
SAUL ZARATE NOA,0,cusco
JULIAN ZUZUNAGA HUAMANTICA,0,cusco
PAULINA TACO LLAVE,0,cusco
ELIAS FARFAN GOMEZ,0,cusco
CARLOS JUVENAL LAZO CARDENAS,0,cusco
RUBEN PAREDES SARMIENTO,0,cusco
MARIO CONDORI MEZA,1,cusco
MARIO QUISPE LAIME,1,cusco
JUAN CARLOS VILLAFUERTE SANTA CRUZ,0,cusco
ERIKA ARAUJO CAYO,0,cusco
EUFRACIA ZAVALETA CCANCHI,0,cusco
YOJHAN MONTALVO QUISPE,0,cusco
HILARIO TACO TACO,0,cusco
MADAI PEQQUENA SUCA,0,cusco
ESTANISLAO RIMACHI NUNONCCA,0,cusco
VILVA CASTRO HUANCA,0,cusco
RIDER DUENAS FARFAN,0,cusco
JULIO CESAR CONDORI CONDORI,1,cusco
ROLANDO CENTENO TERAN,0,cusco
MAYKOLT SOSA LOVATON,0,cusco
YENI SALAS DAVILA,0,cusco
GLADYS ALVAREZ MUNOZ,2,cusco
EDWIN ARISTIDES SONCCO HALANOCCA,0,cusco
JUAN JESUS PANIAGUA PANCORBO,0,cusco
WILBERT MONTESINOS INQUILTUPA,0,cusco
VIRGINIA SUPO TORDOYA,0,cusco
EDER PILARES VILLAVICENCIO,0,cusco
MEDALIT YESSICA SUCASACA SURCO,0,cusco
ROCIO MERCEDES FIGUEROA CHOQQUE,0,cusco
GISELLA CCANCHI CHAVEZ,0,cusco
INES CHILLIHUA PACCO,0,cusco
MARY LUZ QUISPE HUAYTA,0,cusco
HEIDI MASHENKA ROJAS TECSI,0,cusco
RICHARD JUAN CORONADO BARTOLO,0,cusco
DANIEL PAZ FLORES,1,cusco
AMELL EDISON ASTURIMA HUANACO,0,cusco
RUTH NELLY OSCCO ABARCA,0,cusco
HENRY ERICSON DELGADO ALLENDE,0,cusco
INDIRA ANDRADE YABARREBA,0,cusco
HELEN DENISSE ORELLANA SAIRE,0,cusco
NOE JOSE PARI PACHO,0,cusco
DELFIN SABINA MOTTE,0,cusco
WILBERT AROTAIPE ALA,0,cusco
REYNALDO ALFREDO APAZA CHALLCO,0,cusco
NILDA LLANO HUAMAN,0,cusco
NILTON PAZ POBLETE,0,cusco
CHRISTIAN BLANCO VALDEZ,0,cusco
GUSTAVO ANGULO YTURRIAGA,0,cusco
NEDHY FARFAN GONZALES,0,cusco
JORGE VLADIMIRO RAMIREZ VILLAFUERTE,0,cusco
ROMULO ZACARIAS JARA BERNAL,0,cusco
FREDY AGUILAR CONDORI,3,cusco
EFRAIN MAMANI CASTILLO,4,cusco
EVELIN TORRES QUISPICUSI,0,cusco
ARLEY HUALLPA RICALDE,0,cusco
NOEMI AGUILAR PERALTA,1,cusco
HECTOR DOMINGUEZ MENDOZA,3,cusco
HELMUT HERCILLA BERRIO,0,cusco
NESTOR LAURA DURAN,0,cusco
EMILIO CHINO CHUNO,0,cusco
FAUSTO STEVE MORAN APAZA,0,cusco
JOSE LUIS ALVAREZ AGUIRRE,5,cusco
CESAR JULIAN COILA VILCA,0,cusco
JULIO CESAR CHURATA CRUZ,0,cusco
MOISES VARGAS GALARRETA,1,cusco
CLARA HUAMAN CASTILLA,0,cusco
GLORIA DELGADO SEGURA,0,cusco
DANTE VARGAS RODRIGUEZ,5,cusco
ALICIA PICHON GARCIA,0,cusco
ZORAIDA ALEJANDRINA LA FUENTE PENA,0,cusco
DOMINGA PAIVA VILLAFUERTE,0,cusco
ASUNCION M HUANCACHOQUE COSIO,1,cusco
JAKELIN MILUSKA PINO RAMIREZ,0,cusco
JOHN HEISON BAZAN ALBITRES,0,cusco
BEATRIZ TUPACYUPANQUI ZUNIGA,0,cusco
VICTOR RAUL QUISPE CONDORI,3,cusco
ROSA LUZ CAHUANA LINES,0,cusco
CLAUDIA PINEDA PORTUGAL,0,cusco
IVAN ERIK RODRIGUEZ MENENDEZ,0,cusco
ELI RONY CHOQUEHUANCA YAPURA,0,cusco
LENJI MAC ARTHUR BRAVO YAKAZU,0,cusco
WHENDY CAROL ARAGON SERRANO,0,cusco
OSCAR AYERBE BARRIOS,0,cusco
ROLANDO CHURA QUISPE,2,cusco
YOLANDA MILLA NOBLEGA,0,cusco
AYDEE VILLAVICENCIO SUNA,0,cusco
FRANZ DEL CARPIO JIMENEZ,1,cusco
ARISTIDES VALENZUELA MONTESINOS,2,cusco
GIOVANNA MERCY ATAUCONCHA BECERRA,1,cusco
TICONA GIL REGULO TORRES,0,cusco
ENRIQUE ROMAN ALARCON CAM,1,cusco
SHEILA CONTRERAS ESCOBAR,0,cusco
LILIANA BLAS AVILA,0,cusco
CLAUDIO ESTRADA RUESTA,0,cusco
LUCIO GARCIA CHURA,0,cusco
FIDEL VILLAGRA QUIN,0,cusco
RICHARD KENNDY CHAVEZ ESPINOZA,0,cusco
MERY MARILYN RAMOS SONCCO,0,cusco
SABINO ROCA CHOCCATA,0,cusco
SIDLIA CAMPOS AREVALO,0,cusco
BENITO FERNANDEZ TTITO,0,cusco
CARLOS ENRIQUE BENDEZU UGARTE,0,cusco
LUIS ANGEL PEREZ MICKLE,0,cusco
GUERRA WILLY CHARALLA,0,cusco
GAMARRA RUBEN VARGAS,1,cusco
BRAVO MIGUEL ALFREDO PEREZ,3,cusco
FIDEL QUISPE ANO,0,cusco
DOMINGA CRUZ CCASANI,0,cusco
LUISA HANCCO DUENAS,0,cusco
BENEDICTA CCANCHI ESPINOZA,0,cusco
HERICK YERBA PACORI,0,cusco
EDILBERTO LATORRE PAUCAR,0,cusco
YULY CENAIDA TUMPAY SUCNO,0,cusco
FREDY CAMALA PAUCCAR,0,cusco
SAUL VALERY DAVILA HERRERA,0,cusco
CLAUDIO HUGO CRUZ LABRA,0,cusco
OSCAR CHOQUENAIRA HUILLCA,0,cusco
OCTAVIO NUNONCCA HUARANCCA,0,cusco
JUAN MAMANI CHINO,0,cusco
LILIA QUISPE HUANCA,2,cusco
JAQUELIN TINTA GUTIERREZ,0,cusco
RODOLFO MAURO QUISPE SOTO,0,cusco
NEIL GREGORIO TTITO MAMANI,0,cusco
ABEL SANTA CRUZ QUISPE,1,cusco
RUBEN QUISPEHUANCA OPORTO,0,cusco
SERGIO JAIR TUESTA HOYOS,0,cusco
ELIO ROBERT HILARES LOAIZA,0,cusco
SOLEDAD TORRES CALDERON,5,cusco
ANABEL SARAYASI HALLASI,0,cusco
BELTRAN SAMOCHUALLPA SOLIS,0,cusco
ANGELA AURORA SALGUERON SANTOS,0,cusco
MERIDA QUISPE MANACCASA,0,cusco
SOFIA ARELLANO CHOQUE,0,cusco
YELCA LOAYZA NUNEZ,0,cusco
PEDRO NORGAN DURAND ZAMALLOA,0,cusco
GABRIELA ROMAN ESPINOZA,3,cusco
WALTER GUIDO GAMERO HANDA,0,cusco
MARIA BEL ARAUJO QUISPE,0,cusco
MIGUEL GRIMALDO MENDOZA ZAMBRANO,0,cusco
AGAPITO CUSI QUISPESIVANA,0,cusco
PAULO CESAR CASTILO VARGAS,0,cusco
YASMANI MONTESINOS POCCO,0,cusco
YONY COLQUE CRUZ,0,cusco
JORGE MEDINA ZAVALETA,2,cusco
REYNALDO ATASI CASTILLA,1,cusco
EDILBERTO GOMEZ PALOMINO,1,cusco
MILLY IVON MACEDO PALOMINO,0,cusco
JESSICA DAVILA ARMUTO,0,cusco
SANDY HUAMAN INQUILTUPA,0,cusco
JOSE CARPIO VALER,2,cusco
MERY MIGUELINA HUILLCA CURSI,1,cusco
URSULA RAQUEL CHACON AGUIRRE,0,cusco
EULER ERNESTO CARRILLO CRUZ,1,cusco
GIOVANNA CACERES QUISPE,0,cusco
ERIC JACSKON UGARTE CCOSCCO,0,cusco
NOE GUZMAN MAMANI HUILLCA,0,cusco
NOEMI LUCY LEON ESCRIBA,0,cusco
AMERICO A ROQUE HUARCA,0,cusco
EMILIO TUNQUIPA CONDORI,0,cusco
EDGAR CONDORI CANCAPAC,0,cusco
ROLANDO KANA CCAMA,0,cusco
ROSMERY TTITO QUISPE,0,cusco
HUGO QUILLAHUAMAN QUISPE,0,cusco
ADRIEL CONDORI LINARES,0,cusco
MARILY ANDRADE APAZA,0,cusco
JULIO CESAR TRUJILLO BACA,1,cusco
JULIO SOLORZANO ALZAMORA,0,cusco
AMERICO FERNANDEZ BACA LOAIZA,0,cusco
DAISI SINA OLAVE TTITO,0,cusco
MARCO HUILLCA PENA,2,cusco
MAX L ABARCA RAMOS,1,cusco
EVER QUISPE TARACAYA,0,cusco
CORONEL ELIAZAR DAVALOS,0,cusco
NAYDA DUENAS ALAGON,0,cusco
EVELING ALVAREZ MOJONERO,0,cusco
ROBERTO ESPIRILLA QUISPE,0,cusco
JUVENAL HUMPIRE PUMA,0,cusco
DORIAN JAYDER BACA SILVA,0,cusco
JAIME MANSILLA OBLITAS,0,cusco
CARLOS BALLENAS USCA,0,cusco
LUIS ALDO LOAYZA MONROY,0,cusco
JERSON ZEBALLOS APARICIO,0,cusco
MISAEL LANDEO GUTIERREZ,0,cusco
WILSON TORRES ESTELA,0,cusco
ELARD ALMORA TIAHUALLPA,0,cusco
ROXANA APAZA UGARTE,0,cusco
URBANO CASTILLA DIAZ,1,cusco
ELIZABETH SAICO YUCRA,0,cusco
BERNARDO HUACARPUMA JORDAN,0,cusco
SOLEDAD LLAVE PAUCARA,0,cusco
RELI CHAMPI CHECCA,0,cusco
MAGNOLIA CANSAYA AGUILAR,0,cusco
BELTRAN HUILLCA ANDRADE,1,cusco
WILSON CANSINO MANDORA,0,cusco
FANY EDITH ESCALANTE CCASA,0,cusco
LISETH CONTRERAS CARRENO,0,cusco
GABRIELA YHURELY PEREZ OVIEDO,0,cusco
HUILBERTO PARIHUANA GARCIA,0,cusco
JOSE LUIS MONTERROSO CORNEJO,3,cusco
WILMER HUAMANI ARCE,0,cusco
WILDE JORDAN CORNEJO,0,cusco
GERARDO MONTESINOS CHOQUE,0,cusco
ROSEMARY BEDOYA GOMEZ,0,cusco
ANTONY JUVENAL ARRAMBIDE QUIROZ,0,cusco
DORA BEATRIZ HERRERA MONTEALEGRE,0,cusco
LUIS ALBERTO ESPINOZA FLOR,2,cusco
LUIS ENRIQUE MONTESINOS MATA,1,cusco
JULIO CESAR SUCNO LENES,0,cusco
HENRY CARRASCO GUZMAN,0,cusco
NARDA MARLENE GROSSMANN CASAS,0,cusco
LIDIA YSABEL DELGADO TORRES,0,cusco
GEDIA CRISTINA MEDINA MINGA,0,cusco
HERNAN HUILLCA CONDORI,0,cusco
MELVA ELIANA VERO HUILLCAYQUIPA,0,cusco
ALDO APAZA APAZA MARTINEZ,0,cusco
HENRY HUAYLLANI CUBA,0,cusco
ABELARDO ROMERO YARISE,0,cusco
RENE YAHUIRA HUAYLLANI,0,cusco
WILFREDO PFOCCOLATA HUANCAHUIRE,0,cusco
LUZ EDITH SUMIRE HUHUACHAMPI,0,cusco
RONALD MULLISACA PAREDES,0,cusco
MODESTO HUMAN MASI,0,cusco
VERONICA QUISPE CCAPA,0,cusco
EDGAR DAZA ARQUE,0,cusco
CRISTINA NATALIA VARGAS GARCIA,0,cusco
YOLANDA CALLO CHOQUEVILCA,0,cusco
FRANZ ALLEN GARCIA NAVARRETE,0,cusco
DANIEL CORAHUA ALVAREZ,0,cusco
MARLHA ESTEFFANI ILLACANCHO TITO,0,cusco
MARCIA JANCCO PERALTA,0,cusco
DOLORES LLANOS PFURA,0,cusco
HILDA JOSEFINA VILCHEZ TITO,0,cusco
NICANOR HUARCA BARRIENTOS,1,cusco
ARISTIDES GUTIERREZ ROQUE,0,cusco
JORGE LUIS LUNA FLORES,9,cusco
FIDEL MAMANI LIMACHI,1,cusco
EDUARDO SUAREZ GUEVARA,1,cusco
YADIRA VARGAS MAR,0,cusco
ALBERTO PEZUA NAVARRETE,0,cusco
ELIAS CHOQUENAIRA PINEDA,0,cusco
GRACILDO QUISPE AROTAYPE,0,cusco
RUBHER CCOLQQUE COLQQUE,0,cusco
FRANKLIN ALVIZ RIMACHE,0,cusco
YASSER SAMOHUALLPA SERRANO,0,cusco
HUGO IDME CONDORI,0,cusco
JOHN YURY YAURI CCAMA,0,cusco
RODRIGO APAZA CONDORI,0,cusco
EDWIN ALVAREZ CRUZ,2,cusco
AMERICO RAFAEL ROMERO RODRIGUEZ,0,cusco
WILSON BRAVO GONZALES,1,cusco
CARLOS RAFAEL LOYAGA VALDEIGLESIAS,0,cusco
ARTURO RODRIGUEZ CONDORI,2,cusco
FLOR DE ROSA ATAO HUILLCA,0,cusco
LUIS RONALD BEJAR ROJAS,1,cusco
DARIO OROZ VASQUEZ,0,cusco
SATURNINO MEZA HIRPAHUANCA,0,cusco
HNRY CAMPANA TAMAYO,0,cusco
ANTONIO GARCIA FERNANDEZ,2,cusco
SUSAN PAMELA CORNEJO MIRANDA,1,cusco
EDWIN MARTINEZ GUERRA,3,cusco
ALEJO CCACYAMARCA ROJAS,0,cusco
CARLOS ALBERTO BARRERA AYALA,0,cusco
FRANCISCO JAVIER ZEA VELASQUEZ,0,cusco
JOSE ANIBAL ARAGON CARDENAS,0,cusco
DANIEL SALLO TTITO,0,cusco
YONI FELIPE CANQUI PANCA,0,cusco
RAINER CHALLCO GUTIERREZ,0,cusco
ADOLFO BONILLA JERI,1,cusco
PERCY SULCA CARRASCO,0,cusco
NAIDA YANINE URQUIZO ZELA,0,cusco
LEONARDO AVILES HINOJOSA,0,cusco
MIGUEL ALEJANDRO OSCCO ABARCA,0,cusco
MIRIAM CAJIGAS CHAVEZ,0,cusco
AGUSTINA QUISPE PELAEZ,0,cusco
ARNALDO TARAPACA JAYCO,0,cusco
DIEGO ARMANDO SANCHEZ QUISPE,2,cusco
JOSHEP CRHISTIAN BARRIONUEVO GUIZADO,0,cusco
SARA MONTESINOS CALLO,0,cusco
ELIANA MONICA MADARIAGA ROSADO,0,cusco
HECTOR PEREZ CAMACHO,1,cusco
JENNER FERNANDEZ BACA CHICATA,0,cusco
WILLY BRIAND TECSI GONZALES,0,cusco
JOSIPH ANGEL ROJAS BEJAR,0,cusco
JAMES BRAYAN CAPARO,0,cusco
RONAL VILLALBA CHACON,0,cusco
LIDIA ILLA TUNQUI,0,cusco
JOSE LUIS REYES CUEVA,3,cusco
WALTER MAQQUE GUEVARA,0,cusco
VICTORIA TEODORA MEDRANO ESQUIVEL,0,cusco
LEONOR MAMANI PUMA,0,cusco
EDGAR MAR MONTEAGUDO,0,cusco
GROBER VARGAS CASTRO,1,cusco
MIGUEL ESTEBAN YANA CHURATA,0,cusco
HAROLD LICONA MIRANDA,0,cusco
VANESA SANDY ZAMORA BAUTISTA,0,cusco
LIZ MAYRA QUISPE CASAFRANCA,0,cusco
GILMER GARCIA GOMEZ,0,cusco
JHENIFER HUAMAN MEJIA,0,cusco
SIXTO CANSAYA LAYME,0,cusco
KAREN NORITH LUQUE DELGADO,0,cusco
BRAULIO CAYO SALAZAR,0,cusco
DENNISE LOZANO GAMARRA,0,cusco
NINOSKA HUAMAN MORALES,1,cusco
HELBERT MUNOZ SESA,0,cusco
MARIO MAYTA QUISPE,3,cusco
LENIN CARRILLO SEGURA,0,cusco
DANNY FRANCO HERHUAY,0,cusco
ALBERS VILCA BECERRA,0,cusco
FRANK ELERCK DUENAS PALOMINO,0,cusco
LIONEL VILLAFUERTE ARAMBURU,0,cusco
JUANI GLADIS GARCIA ZEVALLOS,0,cusco
JUVENAL CJUNO TORRES,0,cusco
KATYA DENNICE COVARRUBIAS VILLAFUERTE,0,cusco
JORGE HUAMAN LUNA,6,cusco
CARLOS VALLENAS USCA,0,cusco
CESAR AUGUSTO GONZALES CONTRERAS,5,cusco
EDWIN ALBERTO MELENDRES QUISPE,1,cusco
MARIO ROZAS HEREDIA,0,cusco
ANGEL CARRASCO QUISPE,4,cusco
JHON PORROA GALAN,0,cusco
SANDRA VARGAS CRUZ,1,cusco
FREDY PRIETO MOLINA,0,cusco
LEONOR AGUILAR ROJAS,0,cusco
IVAN EDISON BUHEZO PALOMINO,0,cusco
ALEJANDRO AGUILAR YUPANQUI,1,cusco
JOSE ANTONIO ALTAMIRANO SACSE,0,cusco
DANY I ZEGARRA ARIAS,0,cusco
YESENIA ESPINOZA SOTO,0,cusco
CRISTIAN BARRIO DE MENDOZA OCAMPO,0,cusco
IVAN ROJAS YAPURA,0,cusco
TEOFILO GUTIERREZ VALENCIA,0,cusco
IRIS ANDREA MULTHUAPFF ARAGON,0,cusco
LUIS CHOQUE ZAPANA,0,cusco
JUAN ALLER HUAMAN,0,cusco
JANET PARY LOPEZ,0,cusco
MARIO CONDORI HUALLPA,0,cusco
PEDRO LUIS HUAMAN ZAPATA,2,cusco
ISMAEL AMAO PUMA,0,cusco
NANCY JARA JUSTINIANI,0,cusco
LUIS GAMARRA CARRASCO,1,cusco
ROBERT PINTO QUISPE,3,cusco
JESUS GONZALES SANCHEZ,2,cusco
KARINA ARROYO OLIVARES,0,cusco
MARIO LAYME PERALTA,1,cusco
YABEL SILVA GUEVARA,0,cusco
VLADIMIR HUILLCA ATANA,0,cusco
YESICA SALCEDO SACSI,0,cusco
EBERT DELGADO GUERREROS,0,cusco
GRACIELA REYES CAMANI,0,cusco
FRANKLIN CHAVEZ SULLCA,0,cusco
MANUEL VALERIANO ROJAS ZANABRIA,0,cusco
CARLOS ALBERTO RIOS HUAMAN,7,cusco
LINO COLCA MEDINA,0,cusco
WILDER CRESPO NINAMANCCO,0,cusco
JORGE ARANYA MAYTA,2,cusco
ALICIA SOTALERO CCANA,0,cusco
MAGNOLIA CORDOVA MACEDO,0,cusco
ZOSIMO LIMPE VILLACORTA,0,cusco
AMED POMPEYO QUISPE CCUNO,0,cusco
ESTEBAN QUISPE QUISPE,1,cusco
DARWIN QUISPE ASCUE,0,cusco
NINOSKA CARRILLO SEGURA,1,cusco
FREDY CABANILLAS HUISA,0,cusco
KARINA CANDELARIA CHAVEZ MARTINEZ,1,cusco
MANUEL CARPIO GANDULIAS,0,cusco
ENRIQUE MELQUIADES MOLINA ROCA,0,cusco
GILMER TOROBEO AMAO,0,cusco
JESUS SANCHEZ TERRAZAS,0,cusco
PATRICIA CORTES VALENCIA,0,cusco
TATIANA GARCIA ACURIO,0,cusco
CARLOS RADOVICH COLLADO,0,cusco
ROBERTO VERA OTAZU,0,cusco
ROSSMERI QUENAYA HUAMAN,0,cusco
TANIA COANQUI GONZALES,0,cusco
MARTHA ARTEAGA BEJAR,0,cusco
ROMY RODRIGUEZ IBANEZ,0,cusco
MARISELA QUISPE TTITO,0,cusco
LUZ MARINA ZULOAGA ARIAS,0,cusco
WILFRWSO YURI MENENDEZ DEZA,0,cusco
PEDRO MARIO ROCHA CCAJIA,0,cusco
CLAUDIO MENDOZA QUISPE,0,cusco
ALEX GUSTAVO AUCCAPUMA BELLIDO,0,cusco
FLORES JUSTO CARLOS HUAMAN,0,cusco
CHAVEZ FREDY ALVARO ZAPATA,0,cusco
CONDORHUACHO HENRY VALENCIA,0,cusco
WILIAM AQQUEPUCHO CERVANTES,0,cusco
JOEL ALLENDE CHOQUENEIRA,1,cusco
DANTE FLOREZ CABALLERO,0,cusco
GUZMAN CHACON CRUZ,0,cusco
CARMEN ROSA MAMANI CONSUELO,0,cusco
NINOWSKA FLORES BOZA,1,cusco
WALTER LLANCAY CJUIRO,0,cusco
MAGLIO TURNER MARTIARENA,1,cusco
ALEJANDRO PINARES SOTO,0,cusco
EDISON ZANABRIA CAMPOS,2,cusco
EDILBERTO FLORES CUENCA,0,cusco
ANGHY GARCIA ZAPATA,0,cusco
ANA MARIA OLIVA CHALLCO,0,cusco
NOHEMI HUAMAN CALLANAUPA,0,cusco
JESUS JAIME TORRES TORRES,1,cusco
CESAR AUGUSTO REMIGIO BEDOYA RODRIGUEZ,0,cusco
MIGUEL ANGEL TRILLO ROQUE,1,cusco
