ruc_proveedor,ruc_nombre,tipo_inscripcion,nombre_comercial,fecha_inscripcion,estado_contribuyente,condicion_contribuyente,direccion,actividades
20483806974,GMG REPRESENTACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,-,31/05/2001,ACTIVO,HABIDO,MZA. H3 LOTE. 08 URB. BELLO HORIZONTE (II ETAPA POR MARISCAL TITO) PIURA - PIURA - PIURA,PRINCIPAL - 4610 - VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCION O POR CONTRATA
20483814641,MORE S.R.L. CONTRATISTAS GENERALES,SOC.COM.RESPONS. LTDA,MORE S.R.L.,26/06/2001,ACTIVO,HABIDO,PQ. 23 MZA. 15 C.H. TALARA PIURA - TALARA - PARINAS,"PRINCIPAL - 4322 - INSTALACIONES DE FONTANERIA, CALEFACCION Y AIRE ACONDICIONADO"
20483829672,REPRESENTACIONES Y SERVICIOS MIRAFLORES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,REP.Y SERV.MIRAFLORES EIRL,20/08/2001,ACTIVO,HABIDO,CAR.BELLAVISTA-SECHURA NRO. S/N INT. S/N PIURA - SECHURA - BELLAVISTA DE LA UNION,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20483991003,INGENIERIA Y SERVICIOS GENERALES PEGASO E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,21/11/2002,ACTIVO,HABIDO,MZA. Q LOTE. 14 URB. LAS ESMERALDAS (COSTADO DE LAS CANCHAS DEPORTIVAS) PIURA - TALARA - PARINAS,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20483998270,INTERAMERICANA NORTE S.A.C.,SOCIEDAD ANONIMA CERRADA,-,23/12/2002,ACTIVO,HABIDO,MZA. 240 LOTE. 02 INT. . Z.I. ANTIGUA DE PIURA PIURA - PIURA - PIURA,PRINCIPAL - 4510 - VENTA DE VEHICULOS AUTOMOTORES
20484022675,SERVICIOS COMERCIALES MERINO E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,SERCOMER EIRL,03/03/2003,ACTIVO,HABIDO,PJ. GRAU NRO. 205 URB. BARRIO PARTICULAR (BLOCK MILITAR 2-D) PIURA - TALARA - PARINAS,PRINCIPAL - 4220 - CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO
20484026158,JLC CONSULTORES ASOCIADOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,10/03/2003,ACTIVO,HABIDO,OTR.AV. LAS PETUNIAS IERA. ETAPA URBANIZACION JARDIN MZA. H LOTE. 3A URB. URBANIZACION JARDIN (ENTRE CALLE JUAN BOSCO Y LA AV. LAS PETU) PIURA - SULLANA - SULLANA,PRINCIPAL - 7020 - ACTIVIDADES DE CONSULTORIA DE GESTION
20484027987,NEGOCIOS GENERALES E Y L CASTILLO'S E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,13/09/2010,ACTIVO,HABIDO,MZA. T LOTE. 15 INT. 42B Z.I. ZONA INDUSTRIAL (COSTADO DE RESTAURANT LA CHOZA) PIURA - PIURA - TAMBO GRANDE,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20484044997,'ASESORIA Y DISENO ELECTROMECANICO DEL NORTE' EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,ADEN EIRL,23/04/2003,ACTIVO,HABIDO,MZA. G LOTE. 3 URB. LOS TALLANES ETAPA 2 (FRENTE CLUB DE LEONES) PIURA - PIURA - PIURA,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20484056227,OLEOCENTRO Y SERVICIOS SAN PEDRO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,-,21/05/2003,ACTIVO,HABIDO,MZA. 30 LOTE. 01 A.H. SAN PEDRO (CERCA A IE SAN PEDRO) PIURA - PIURA - PIURA,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20484150240,"RUBINA, MOLERO, CASTILLO & GALLO ABOGADOS, ASESORES & CONSULTORES S.A.C.",SOCIEDAD ANONIMA CERRADA,RMC & G ABOGADOS S.A.C.,06/02/2004,ACTIVO,HABIDO,CAL.LOS FICUS NRO. 188 URB. 04 DE ENERO (PARQUE 04 DE ENERO) PIURA - PIURA - PIURA,PRINCIPAL - 6910 - ACTIVIDADES JURIDICAS
20484167649,'INVERSIONES LOS COCOS SOCIEDAD ANONIMA CERRADA',SOCIEDAD ANONIMA CERRADA,'INVELCO SAC',16/03/2004,ACTIVO,HABIDO,JR. APURIMAC NRO. 312 (FRENTE PLAZUELA OROZCO FALLA) PIURA - MORROPON - CHULUCANAS,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20484242365,GRIFO Y SERVICIOS HORIZONTE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,15/10/2004,ACTIVO,HABIDO,----PRLG LIMA NRO. 156 (ALT. COLEGIO LIBERTADORES DE AMERICA) PIURA - PIURA - LA UNION,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20484243337,FLOR DEL AGRO SOCIEDAD DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,28/05/2019,ACTIVO,HABIDO,CAL.LUCUMO NRO. SN CAS. LUCUMO PIURA - AYABACA - LAGUNAS,"PRINCIPAL - 0111 - CULTIVO DE CEREALES (EXCEPTO ARROZ), LEGUMBRES Y SEMILLAS OLEAGINOSAS"
20484259764,ESTACION DE SERVICIOS SAN MIGUEL S.R.L,SOC.COM.RESPONS. LTDA,GRIFO SAN MIGUEL,07/12/2004,ACTIVO,HABIDO,AV. JOSE DE LAMA NRO. 1150 URB. SANTA ROSA PIURA - SULLANA - SULLANA,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20484263796,ASOCIACION DE GANADEROS DE LA PROVINCIA DE HUANCABAMBA,ASOCIACION,-,18/12/2004,ACTIVO,HABIDO,AV. HUANCABAMBA NRO. 140 CENTRO DE HUANCABAMBA (LA GRANJA QUISPAMPA) PIURA - HUANCABAMBA - HUANCABAMBA,PRINCIPAL - 9499 - ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.
20484270067,JOSCANA SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,-,05/01/2005,ACTIVO,HABIDO,CAR.III ETAPA MZA. J LOTE. 04 Z.I. ZONA INDUSTRIAL (ATRAS MERCADO MAYORISTA CAPULLANAS) PIURA - PIURA - VEINTISEIS DE OCTUBRE,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20484277401,' SERVICIOS DIESEL EXPRESS E.I.R.L',EMPRESA INDIVIDUAL DE RESP. LTDA,-,25/01/2005,ACTIVO,HABIDO,JR. LOS PESCADORES MZA. 13 LOTE. 01 CERCADO DE PAITA (COSTADO COLEGIO SR DE LOS MILAGROS) PIURA - PAITA - PAITA,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20484282154,"ASOCIACION DE PEQUENOS PRODUCTORES AGRICOLAS SENOR CAUTIVO - TALANDRACAS, MONTE DE LOS PADRES",ASOCIACION,-,02/02/2005,ACTIVO,HABIDO,MZA. A LOTE. 220 CAS. SAN PEDRO (IE ALFONSO UGARTE) PIURA - MORROPON - CHULUCANAS,PRINCIPAL - 9499 - ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.
20484301809,VENTAS Y SERVICIOS GENERALES VIRGEN DEL PILAR CONTRATISTAS Y ABASTECIMIENTOS EMPRESA INDI.DE RESPONS,EMPRESA INDIVIDUAL DE RESP. LTDA,-,22/03/2005,ACTIVO,HABIDO,MZA. A LOTE. 06 A.H. JUAN PABLO II (FRENTE RESTAURANT LA RITA) PIURA - PIURA - PIURA,PRINCIPAL - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION
20484426687,SOPTEC EIRL,EMPRESA INDIVIDUAL DE RESP. LTDA,-,02/02/2000,ACTIVO,HABIDO,CAL.LAS FRESIAS NRO. 148 URB. GRANJA HUERTA SANTA MARIA (P-4 A2 PARALELO AV UNO C1P BLANCO) CUSCO - CUSCO - SAN SEBASTIAN,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20484996602,MUEBLES Y DECORACIONES URPI S.A.C.,SOCIEDAD ANONIMA CERRADA,URPI S.A.C.,23/05/2000,ACTIVO,HABIDO,CAL.AHUACPINTA NRO. 749 (ESQUINA CALL. PANTIPATA C/AHUACPINTA) CUSCO - CUSCO - CUSCO,PRINCIPAL - 3100 - FABRICACION DE MUEBLES
20485242067,RAMIC SPORT E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,12/07/2000,ACTIVO,HABIDO,AV. ABANCAY NRO. 137B APV. BARRIO SANTA DE ANA CUSCO - CUSCO - CUSCO,"PRINCIPAL - 1410 - FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL"
20485245678,C Y M CONTRATISTAS GENERALES E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,12/07/2000,ACTIVO,HABIDO,JR. CAJAMARCA NRO. H-21 C.H. FONAVI MADRE DE DIOS - TAMBOPATA - TAMBOPATA,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20485688405,EMPRESA DE SERVICIOS MULTIPLES JULIO CESAR SOCIEDAD DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,19/10/2000,ACTIVO,HABIDO,AV. SAN MARTIN NRO. 801 CERCADO (FT HOTEL ANGELES PLAZOLETA C2P) CUSCO - ESPINAR - ESPINAR,PRINCIPAL - 1610 - ASERRADO Y ACEPILLADURA DE MADERA
20485927914,IND. METALICA SARA S.R.L.,SOC.COM.RESPONS. LTDA,INDUSTRIA METALICA SARA S.R.L.,18/12/2001,ACTIVO,HABIDO,AV. PUERTO BERMUDEZ NRO. S/N (FRENTE IE PEDRO RUIZ GALLO) PASCO - OXAPAMPA - VILLA RICA,"PRINCIPAL - 2825 - FABRICACION DE MAQUINARIA PARA LA ELABORACION DE ALIMENTOS, BEBIDAS Y TABACO"
20486605171,ORGANIZACION TECNICA DE APOYO A LA CONSTRUCCION CIVIL Y SANEAMIENTO EIRL,EMPRESA INDIVIDUAL DE RESP. LTDA,-,21/10/2010,ACTIVO,HABIDO,JR. PIURA NRO. 525 (INTERSECCION DE REAL Y PIURA) JUNIN - HUANCAYO - HUANCAYO,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20486791021,"ARQUITECTURA, INGENIERIA TECNOLOGIA S.A.C.",SOCIEDAD ANONIMA CERRADA,ARQUINTEC S.A.C.,04/03/2008,ACTIVO,HABIDO,JR. CHASQUIS NRO. 178 URB. PAUCARBAMBA (COLEGIO CESAR VALLEJO) HUANUCO - HUANUCO - AMARILIS,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20486802911,GIGAWATT SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,-,18/03/2008,ACTIVO,HABIDO,AV. CALMELL DEL SOLAR NRO. 626 (INGRESAR REJAS NEGRAS FRENTE A LA ONP) JUNIN - HUANCAYO - HUANCAYO,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20486818752,COMPANIA ELECTRO MECANICA S.A.C.,SOCIEDAD ANONIMA CERRADA,-,28/09/2016,ACTIVO,HABIDO,"JR. CUZCO NRO. 924 (ESQ, HUANCAVELICA) JUNIN - HUANCAYO - HUANCAYO",PRINCIPAL - 4290 - CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL
20486880041,CONSULTORES ASOCIADOS DE SERVICIOS FORESTALES Y AMBIENTALES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LI,SOC.COM.RESPONS. LTDA,SERFOR S.R.L.,23/07/2008,ACTIVO,HABIDO,AV. ITALIA NRO. 179 A.V. PAMPA DEL CARMEN (S75044620 FRENTE A IE POLITECNICO) JUNIN - CHANCHAMAYO - CHANCHAMAYO,PRINCIPAL - 2220 - FABRICACION DE PRODUCTOS DE PLASTICO
20487198561,INDUSTRIAS FRACLEN S.R.L.,SOC.COM.RESPONS. LTDA,INDUSTRIAS FRACLEN SRL,20/11/2009,ACTIVO,HABIDO,JR. PRESBITERO GARCIA VILLON NRO. 556 URB. LIMA INDUSTRIAL LIMA - LIMA - LIMA,PRINCIPAL - 2821 - FABRICACION DE MAQUINARIA AGROPECUARIA Y FORESTAL
20487493059,ACUNA VEGA CONSULTORES Y EJECUTORES E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,ACUNA VEGA E.I.R.L.,11/11/2010,ACTIVO,HABIDO,OTR.1 ETAPA MZA. C2 LOTE. 29 URB. LAS PALMERAS (CENTENARIO CASTILLA) PIURA - PIURA - CASTILLA,"PRINCIPAL - 4752 - VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS"
20487494292,SERVICIOS ESPECIALES DE VIGILANCIA CUMBRE DE ACERO S.A.C.,SOCIEDAD ANONIMA CERRADA,EMP. SEREVICDA S.A.C.,12/11/2010,ACTIVO,HABIDO,JR. AMAZONAS NRO. 241 BARR. LA LAGUNA AMAZONAS - CHACHAPOYAS - CHACHAPOYAS,PRINCIPAL - 8010 - ACTIVIDADES DE SEGURIDAD PRIVADA
20487567605,CONSTRUCTORA BAMBAMARK E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,22/08/2012,ACTIVO,HABIDO,JR. AUGUSTO. B. LEGUIA NRO. 157 SEC. SECTOR PUEBLO VIEJO (FRENTE AL PARQUE INFANTIL) AMAZONAS - UTCUBAMBA - BAGUA GRANDE,PRINCIPAL - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION
20487650928,INGENIEROS MANEJANDO RECURSO HIDRICO Y MEDIO AMBIENTE SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,-,02/09/2015,ACTIVO,HABIDO,JR. LAMBAYEQUE NRO. 1478 (A ESPALDA DE CORTE SUPERIOR DE JUSTICIA) MADRE DE DIOS - TAMBOPATA - TAMBOPATA,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20487736059,STEEL NORT E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,05/08/2011,ACTIVO,HABIDO,AV. LUISGONZALES NRO. 1548 URB. SAN LUIS LAMBAYEQUE - CHICLAYO - CHICLAYO,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20487872581,VICA & SAGO VENTAS Y SERVICIOS GENERALES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,03/01/2012,ACTIVO,HABIDO,MZA. H LOTE. 03 URB. EL BOSQUE PIURA - PIURA - CASTILLA,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20488032616,MOTO REPUESTOS Y SERVICIOS MULTIPLES CALIN E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,12/06/2012,ACTIVO,HABIDO,MZA. A LOTE. 40 URB. CIUDAD DEL CHOFER LAMBAYEQUE - CHICLAYO - CHICLAYO,"PRINCIPAL - 4530 - VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES"
20489964423,IMPORTACIONES Y SERVICIOS INTERAMERICANA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,21/04/2009,ACTIVO,HABIDO,NRO. E 2 URB. MARCAVALLE MANZANA E BLOQUE 2 CUSCO - CUSCO - WANCHAQ,"PRINCIPAL - 4530 - VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES"
20489971713,J.J. BIOELECTRORED SERVICE S.R.L.,SOC.COM.RESPONS. LTDA,-,28/04/2009,ACTIVO,HABIDO,AV. ERNESTO RIVERO NRO. 1172 MADRE DE DIOS - TAMBOPATA - TAMBOPATA,PRINCIPAL - 3313 - REPARACION DE EQUIPO ELECTRONICO Y OPTICO
20489986311,INMECSA INGENIERIA Y CONSTRUCCION SR.L.,SOC.COM.RESPONS. LTDA,GRUPO INMECSA,19/05/2012,ACTIVO,HABIDO,MZA. L LOTE. 1 APV. ACROPOLIS (A 3 CUADRAS DEL GRIFO SANTA ELENA) CUSCO - CUSCO - SAN JERONIMO,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20490003917,CONSULTORES INVERSIONES PERU SOCIEDAD ANONIMA CERRADA - CONSULTORES INVERSIONES PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,-,17/06/2009,ACTIVO,HABIDO,CAL.ARICA NRO. 209 (CERCA A LA PLAZA DE ARMAS DE SAN JERONIM) CUSCO - CUSCO - SAN JERONIMO,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20490006347,PROVEEDORA FERREPLAST SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - PROVEEDORA FERREPLAST S.R.L.,SOC.COM.RESPONS. LTDA,-,19/06/2009,ACTIVO,HABIDO,PJ. JAVIER HERAUD MZA. U-1 LOTE. 2- URB. TTIO (4TO PARADERO FRENTE A ETAPOY) CUSCO - CUSCO - WANCHAQ,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20490011341,ESTACION DE SERVICIOS LAS VEGAS'S S.R.L.,SOC.COM.RESPONS. LTDA,-,26/06/2009,ACTIVO,HABIDO,AV. VENEZUELA NRO. 110 APURIMAC - ABANCAY - ABANCAY,"PRINCIPAL - 4661 - VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS"
20490014528,SERVICIOS MULTIPLES LYON'S SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,SOC.COM.RESPONS. LTDA,-,01/07/2009,ACTIVO,HABIDO,AV. INTEGRACION NRO. S/N SALVACION (FRENTE AL PARQUE MANU) MADRE DE DIOS - MANU - MANU,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20490020099,CORPORACION FERRETERA MEGA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-CORFEMA E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,08/07/2009,ACTIVO,HABIDO,AV. ALEMANIA FEDERAL MZA. E LOTE. 20 URB. NACIONES UNIDAS (PARADERO CAMIONERO DE LA AV. LA CULTURA) CUSCO - CUSCO - SAN SEBASTIAN,"PRINCIPAL - 4752 - VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS"
20490038389,METALICA INGENIEROS S.R.L.,SOC.COM.RESPONS. LTDA,METALICA INGENIEROS S.R.L,06/08/2009,ACTIVO,HABIDO,"----APV SAN BENITO NRO. A-6 A.H. SAN BENITO (CARRETERA CUSCO ABANCAY,SANTA ANA) CUSCO - CUSCO - CUSCO",PRINCIPAL - 2511 - FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL
20490061798,VIRCOPA CONTRATISTAS Y MULTISERVICIOS SOCIEDAD ANONIMA CERRADA - VIRCOPA S.A.C.,SOCIEDAD ANONIMA CERRADA,-,08/09/2009,ACTIVO,HABIDO,MZA. I LOTE. 1 DPTO. 401 URB. MANUEL PRADO (PERPEND. COLG. ODONTOLOGICO EDIF5P BLNCO) CUSCO - CUSCO - CUSCO,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20490069420,MAQUINARIAS FERRETERIA E INGENIEROS SOCIEDAD ANONIMA CERRADA - MAFER INGENIEROS S.A.C.,SOCIEDAD ANONIMA CERRADA,-,19/09/2009,ACTIVO,HABIDO,MZA. E LOTE. 1 APV PUEBLO LIBRE (ALTURA GRIFO IRMA SAC ENTRADA SANTA ANA) CUSCO - CUSCO - CUSCO,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20490073702,DISTRIBUCIONES PACORI DURAND EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - DIS.PACDUR E.I.R.LTDA.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,29/09/2009,ACTIVO,HABIDO,JR. CANAS MZA. K LOTE. 6 URB. PROGRESO (MEDIA CUADRA DE AV.TUPAC AMARU) CUSCO - CUSCO - WANCHAQ,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20490090895,MULTINEGOCIOS UNIVERSALES E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,22/10/2009,ACTIVO,HABIDO,CAL.TRES CRUCES DE ORO NRO. 461 URB. CENTRO HISTORICO (FRENTE AL GRIFO REPSOL) CUSCO - CUSCO - CUSCO,PRINCIPAL - 7500 - ACTIVIDADES VETERINARIAS
20490097474,MECTRUM INVERSIONES GENERALES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,-,29/10/2009,ACTIVO,HABIDO,MZA. A LOTE. 11 P.J. MIRADOR WIMPILLAY (FRENTE A LA I.E. GENERAL OLLANTA) CUSCO - CUSCO - SANTIAGO,"PRINCIPAL - 4752 - VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS"
20490098101,MADERERA TATI EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA.,EMPRESA INDIVIDUAL DE RESP. LTDA,MADERERA TATI E.I.R.L.,30/10/2009,ACTIVO,HABIDO,JR. RICARDO PALMA MZA. 13-B LOTE. 4 A.H. LOS CEDROS (LOTES 4 Y 5) MADRE DE DIOS - TAMBOPATA - TAMBOPATA,PRINCIPAL - 1610 - ASERRADO Y ACEPILLADURA DE MADERA
20490100289,MAREM REPRESENTACIONES S.R.L.,SOC.COM.RESPONS. LTDA,MAREM REPRESENTACIONES SRL,04/11/2009,ACTIVO,HABIDO,JR. APURIMAC NRO. S/N QUILLABAMBA (AL COSTADO DE FROGRIFICO GOYO) CUSCO - LA CONVENCION - SANTA ANA,PRINCIPAL - 4620 - VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS
20490100793,EIFFEL CONTRATISTAS GENERALES S.R.L.,SOC.COM.RESPONS. LTDA,-,05/11/2009,ACTIVO,HABIDO,AV. HUAYRUROPATA NRO. 1501 (1501-A) CUSCO - CUSCO - WANCHAQ,PRINCIPAL - 3311 - REPARACION DE PRODUCTOS ELABORADOS DE METAL
20490104195,CORPORACION L & A MAYORGA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,CORP. L & A MAYORGA E.I.R.L.,10/11/2009,ACTIVO,HABIDO,AV. DOS DE MAYO NRO. 1267 MADRE DE DIOS - TAMBOPATA - TAMBOPATA,"PRINCIPAL - 4540 - VENTA, MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y SUS PARTES, PIEZAS Y ACCESORIOS"
20490120638,OSQAY LLANKAQ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - OSQAY LLANKAQ E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,14/06/2018,ACTIVO,HABIDO,----POBLADO DE PUCYURA NRO. SN (FT MUNICI DISTRITAL DE VILCABAMBA) CUSCO - LA CONVENCION - VILCABAMBA,PRINCIPAL - 4210 - CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL
20490129856,MAGALY'S SERVICENTRO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-MAGALY'S SERVICENTRO EIRL,EMPRESA INDIVIDUAL DE RESP. LTDA,-,18/12/2009,ACTIVO,HABIDO,----SECTOR JARAMILLUYOC NRO. S/N PROLG. EDGAR DE LA TORRE (MAS ARRIBA DE COCLA-PISTA PRINCIPAL) CUSCO - LA CONVENCION - SANTA ANA,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20490130510,INVERSIONES CORPORATIVAS MELQUI S.A.C.,SOCIEDAD ANONIMA CERRADA,-,21/12/2009,ACTIVO,HABIDO,AV. LEON VELARDE NRO. 599 (COSTADO HOTEL PAITITI) MADRE DE DIOS - TAMBOPATA - TAMBOPATA,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20490147081,ZAMORA CORPORATION S.R.L.,SOC.COM.RESPONS. LTDA,-,14/01/2010,ACTIVO,HABIDO,AV. MADRE DE DIOS NRO. 855 MADRE DE DIOS - TAMBOPATA - TAMBOPATA,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20490162802,INVERSIONES Y COMBUSTIBLES MANU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA.,SOC.COM.RESPONS. LTDA,INVERCOM MANU S.C.R.L,03/02/2010,ACTIVO,HABIDO,CAR.VILLA SALVACION-SHINTUYA KM. 10 CPM. VILLA SALVACION (SECTOR ADAN RAYO A 10 KM DEL VILLA SALV.) MADRE DE DIOS - MANU - MANU,"PRINCIPAL - 4661 - VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS"
